Rank_QS,Previous_Rank,Name,Region,Size,Focus,Research,Status,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
751-760,721-730,University of Trieste,Europe,L,FC,VH,Public,701,7.8,701,801,53.8,345,11.6,801,16.8,783.0,22.9,721.0,70.8,514.0,18.7,746,36.4,801.0,,509.0,18016.0,24.3,0.08,2.45,45.99,34.3,27.7,72.4,57.6,50.9,2026.0,Italy,755.5,509.0,,56.18,5.5,8.0,16.1,50.05
761-770,801-850,Al-Ahliyya Amman University,Asia,M,FO,VH,Private not for Profit,701,21.0,625,801,6.4,801,93.7,196,100.0,29.0,98.0,79.0,32.7,801.0,6.0,801,38.2,801.0,,441.0,4510.0,14.8,0.64,2.2,48.36,18.6,24.7,88.0,56.9,93.8,2026.0,Jordan,765.5,441.0,,37.95,15.8,64.0,17.1,56.35
761-770,761-770,Bangladesh University of Engineering and Technology,Asia,M,SP,VH,Public,582,42.5,316,801,30.8,578,20.1,,19.4,,21.7,,23.0,801.0,29.9,551,30.0,801.0,,1032.0,5814.0,11.3,0.0,0.97,34.89,23.1,15.2,65.4,38.4,33.5,2026.0,Bangladesh,765.5,1032.0,,33.6,15.6,0.0,21.3,40.3
761-770,,Kaohsiung Medical University,Asia,M,FO,VH,Private for Profit,701,6.0,701,423,58.6,294,11.2,801,7.4,801.0,11.1,801.0,26.1,801.0,4.1,801,51.7,667.0,,866.0,6621.0,12.6,0.05,2.49,37.78,26.6,34.3,46.9,89.0,31.4,2026.0,Taiwan,765.5,866.0,,41.48,46.9,5.0,8.4,40.6
761-770,721-730,Riga Technical University,Europe,M,CO,VH,Public,701,31.9,449,606,6.0,801,22.1,686,84.9,195.0,86.3,165.0,38.2,801.0,40.5,432,47.6,770.0,,1174.0,10472.0,31.7,0.33,0.54,32.57,27.1,25.3,33.6,56.4,65.4,2026.0,Latvia,765.5,1174.0,,25.78,31.7,33.0,12.6,29.45
761-770,731-740,University of Belgrade,Europe,XL,FC,VH,Public,536,14.0,701,801,10.1,801,3.6,801,7.4,801.0,5.8,801.0,94.5,91.0,98.4,36,52.1,661.0,,1069.0,91512.0,18.1,0.05,2.57,34.25,22.6,27.3,50.9,31.9,41.6,2026.0,Serbia,765.5,1069.0,,45.7,6.5,5.0,23.6,39.1
761-770,801-850,University of Bucharest,Europe,XL,CO,VH,Public,590,35.9,400,801,8.3,801,3.5,801,4.8,801.0,10.0,801.0,72.3,495.0,67.9,226,60.8,491.0,,1066.0,31127.0,32.1,0.02,2.94,34.28,21.6,24.1,58.4,27.0,30.9,2026.0,Romania,765.5,1066.0,,40.78,9.0,2.0,21.1,41.25
761-770,,University of Nizwa,Asia,S,CO,VH,Private not for Profit,701,12.8,701,412,13.0,801,100.0,32,26.2,642.0,27.0,653.0,26.1,801.0,73.5,190,19.0,801.0,,500.0,3498.0,8.9,0.11,3.22,46.27,28.1,26.0,76.2,34.0,83.0,2026.0,Oman,765.5,500.0,,35.33,47.5,11.0,11.0,51.1
771-780,771-780,Holy Spirit University of Kaslik,Asia,M,FO,HI,Private not for Profit,701,20.7,637,226,3.8,801,99.4,117,52.2,397.0,53.4,383.0,9.6,801.0,7.3,801,38.0,801.0,,1454.0,7374.0,13.0,0.14,2.32,28.01,23.0,9.9,38.5,19.5,80.3,2026.0,Lebanon,775.5,1454.0,,15.45,70.4,14.0,11.1,24.2
771-780,731-740,Rovira i Virgili University,Europe,L,FC,VH,Public,701,4.5,701,801,48.0,388,9.8,801,28.4,610.0,34.4,559.0,82.2,309.0,1.8,801,65.0,398.0,,714.0,14226.0,13.2,0.12,2.53,40.97,28.2,25.1,62.5,57.5,57.6,2026.0,Spain,775.5,714.0,,54.45,19.9,12.0,9.5,43.8
781-790,801-850,Alexandria University,Africa,XL,FC,VH,Public,376,24.2,555,801,3.5,801,1.9,801,13.6,801.0,19.0,780.0,80.7,341.0,33.0,514,56.6,568.0,,980.0,186461.0,17.6,0.07,2.24,35.83,20.7,18.2,63.5,31.7,55.0,2026.0,Egypt,785.5,980.0,,41.48,7.2,7.0,32.7,40.85
781-790,741-750,Carleton University,Americas,L,CO,VH,Public,701,16.8,701,801,18.6,743,17.6,756,56.9,364.0,42.4,489.0,74.9,443.0,43.1,407,61.1,477.0,,580.0,27612.0,27.0,0.22,2.08,44.33,23.4,31.5,64.9,79.2,75.4,2026.0,Canada,785.5,580.0,,47.48,7.3,22.0,15.6,48.2
781-790,801-850,Kuwait University,Asia,XL,FC,HI,Public,594,17.5,701,801,5.5,801,24.1,662,32.0,567.0,37.8,519.0,55.1,769.0,97.1,56,58.3,539.0,,1287.0,29943.0,18.3,0.13,3.06,30.56,18.0,11.4,53.7,33.1,60.2,2026.0,Kuwait,785.5,1287.0,,31.42,9.4,13.0,20.9,32.55
781-790,781-790,University of Mons,Europe,M,CO,VH,Public,701,8.1,701,801,53.2,349,40.9,491,47.0,432.0,50.6,409.0,43.6,801.0,7.3,801,54.4,613.0,,648.0,8374.0,26.7,0.17,2.36,42.44,27.2,30.9,58.4,66.4,70.4,2026.0,Belgium,785.5,648.0,,46.52,5.2,17.0,7.0,44.65
781-790,741-750,V.N. Karazin Kharkiv National University,Europe,L,FC,HI,Public,701,30.2,470,222,1.9,801,4.4,801,67.8,291.0,69.0,276.0,35.2,801.0,4.6,801,46.2,801.0,,1908.0,17491.0,8.3,0.27,2.16,19.66,26.8,11.2,12.1,35.2,46.3,2026.0,Ukraine,785.5,1908.0,,15.1,70.5,27.0,14.3,11.65
791-800,771-780,Chiba University,Asia,L,FC,VH,Public,555,12.5,701,261,17.8,755,11.3,801,7.9,801.0,12.1,801.0,30.2,801.0,6.2,801,48.7,737.0,,1055.0,13630.0,8.6,0.05,0.61,34.54,33.7,21.1,43.7,70.3,34.1,2026.0,Japan,795.5,1055.0,,28.2,65.8,5.0,22.5,32.4
791-800,801-850,Universiti Tunku Abdul Rahman (UTAR),Asia,M,FC,HI,Private not for Profit,636,43.9,304,801,13.4,801,15.8,784,8.0,801.0,11.9,801.0,51.7,801.0,5.1,801,57.7,548.0,,1132.0,15730.0,12.9,0.13,2.2,33.19,20.8,17.8,51.5,63.5,52.0,2026.0,Malaysia,795.5,1132.0,,33.6,19.2,13.0,19.4,34.65
801-850,851-900,AGH University of Krakow,Europe,L,CO,VH,Public,701,30.6,465,344,12.7,801,4.4,801,7.3,801.0,12.1,801.0,75.6,430.0,4.0,801,47.4,776.0,,1125.0,17827.0,10.2,0.04,0.49,33.32,32.7,21.6,39.8,71.6,34.8,2026.0,Poland,825.5,1125.0,,37.42,54.7,4.0,13.1,30.7
801-850,791-800,Alfaisal University,Asia,S,FO,VH,Private not for Profit,701,5.9,701,605,21.8,687,100.0,29,96.7,102.0,92.4,127.0,28.1,801.0,5.7,801,31.0,801.0,,586.0,3443.0,11.3,0.37,2.45,44.21,24.2,19.5,73.7,50.4,97.2,2026.0,Saudi Arabia,825.5,586.0,,35.78,31.7,37.0,7.9,46.6
801-850,1001-1200,Azerbaijan State University of Economics,Asia,L,FO,HI,Public,587,37.2,379,548,1.5,801,32.0,563,10.7,801.0,13.9,801.0,11.7,801.0,51.5,329,39.2,801.0,,905.0,13473.0,9.2,0.07,1.87,37.15,23.4,9.3,74.5,19.4,59.0,2026.0,Azerbaijan,825.5,905.0,,24.25,36.7,7.0,21.2,41.9
801-850,771-780,Bournemouth University,Europe,L,CO,VH,Public,701,11.0,701,801,29.4,594,84.7,261,47.7,422.0,52.6,391.0,76.3,418.0,7.7,801,43.4,801.0,,471.0,15605.0,19.9,0.24,2.28,47.18,18.8,21.7,89.3,46.4,89.2,2026.0,United Kingdom,825.5,471.0,,54.18,8.1,24.0,8.0,55.5
801-850,711-720,De Montfort University,Europe,L,FO,VH,Public,701,9.5,701,801,16.7,770,81.4,284,96.4,107.0,96.6,92.0,57.1,734.0,10.5,801,64.5,409.0,,751.0,23655.0,20.6,0.47,2.04,40.11,17.7,16.4,70.5,50.4,92.9,2026.0,United Kingdom,825.5,751.0,,40.17,6.8,47.0,6.4,43.45
801-850,901-950,German Jordanian University,Asia,S,FO,VH,Public,701,28.7,490,569,12.7,801,85.3,256,23.9,676.0,26.0,668.0,18.3,801.0,11.3,801,22.1,801.0,,997.0,2830.0,9.6,0.15,0.56,35.52,22.4,13.6,60.3,24.5,78.6,2026.0,Jordan,825.5,997.0,,26.22,34.6,15.0,14.6,36.95
801-850,791-800,Keele University,Europe,M,FC,VH,Public,701,8.0,701,801,28.5,600,60.9,385,50.7,408.0,42.3,490.0,66.4,601.0,10.1,801,39.4,801.0,,563.0,10370.0,15.4,0.2,2.61,44.86,23.5,22.6,75.5,63.8,82.3,2026.0,United Kingdom,825.5,563.0,,48.25,21.3,20.0,8.5,49.05
801-850,721-730,Middlesex University,Europe,L,CO,HI,Public,701,9.3,701,801,14.3,801,88.6,233,99.7,49.0,99.7,39.0,56.5,744.0,24.6,647,40.0,801.0,,604.0,14860.0,19.8,0.49,2.49,43.61,22.4,18.7,76.1,45.3,92.5,2026.0,United Kingdom,825.5,604.0,,41.4,11.3,49.0,7.5,47.4
801-850,781-790,Qassim University,Asia,L,FC,VH,Public,701,6.5,701,421,3.8,801,100.0,64,25.1,661.0,31.1,600.0,72.1,497.0,3.0,801,52.2,658.0,,808.0,29826.0,9.5,0.11,1.91,38.94,30.5,19.3,56.2,29.7,84.0,2026.0,Saudi Arabia,825.5,808.0,,37.85,47.0,11.0,15.5,37.75
801-850,781-790,Universidade Federal de Santa Catarina,Americas,L,FC,VH,Public,485,8.3,701,731,15.8,786,5.9,801,4.0,801.0,8.7,801.0,64.4,631.0,23.7,659,65.2,393.0,,1035.0,36229.0,14.9,0.03,2.12,34.84,36.3,22.4,40.8,65.5,37.0,2026.0,Brazil,825.5,1035.0,,35.85,25.2,3.0,26.1,31.6
801-850,1001-1200,Universiti Malaysia Terengganu (UMT),Asia,M,CO,VH,Public,701,8.2,701,801,28.9,596,23.6,668,30.3,588.0,31.7,592.0,58.9,709.0,5.0,801,58.2,543.0,,1017.0,9037.0,13.7,0.11,2.9,35.11,22.6,20.2,55.1,36.6,61.2,2026.0,Malaysia,825.5,1017.0,,40.78,18.6,11.0,16.7,37.65
801-850,801-850,University of Brighton,Europe,L,FO,VH,Public,701,9.7,701,801,24.9,642,64.9,359,68.1,289.0,71.2,260.0,73.1,486.0,11.5,801,39.1,801.0,,786.0,14840.0,16.8,0.23,2.57,39.44,19.9,19.3,63.4,64.9,84.7,2026.0,United Kingdom,825.5,786.0,,45.18,12.4,23.0,9.6,41.35
801-850,751-760,University of Engineering & Technology (UET) Lahore,Asia,L,SP,VH,Public,701,49.1,260,801,15.1,801,20.1,,2.3,801.0,6.5,801.0,56.5,746.0,54.1,310,40.7,801.0,,1299.0,13860.0,13.5,0.02,0.49,30.41,20.2,10.5,54.3,32.4,51.0,2026.0,Pakistan,825.5,1299.0,,34.1,20.4,2.0,11.1,32.4
801-850,691-700,University of Greenwich,Europe,L,CO,HI,Public,701,7.0,701,801,15.2,801,94.0,193,99.6,54.0,99.6,43.0,75.8,421.0,19.7,731,44.9,801.0,,616.0,22915.0,22.4,0.54,2.4,43.3,17.6,16.5,81.6,39.1,97.1,2026.0,United Kingdom,825.5,616.0,,47.28,5.2,54.0,6.2,49.05
801-850,801-850,University of Hyderabad,Asia,M,FC,VH,Public,692,4.6,701,801,54.5,335,20.1,,2.6,801.0,6.9,801.0,34.0,801.0,3.4,801,42.1,801.0,,1023.0,5071.0,12.7,0.01,1.95,35.05,42.4,21.6,41.6,48.4,24.8,2026.0,India,825.5,1023.0,,37.92,20.7,1.0,17.7,31.6
801-850,781-790,University of Latvia,Europe,M,FC,VH,Public,701,22.8,581,801,10.4,801,16.1,775,10.0,801.0,15.8,801.0,66.6,595.0,92.0,89,56.0,579.0,,1100.0,11634.0,30.9,0.09,2.81,33.71,20.5,31.3,42.3,52.3,50.7,2026.0,Latvia,825.5,1100.0,,37.65,10.0,9.0,14.5,36.8
801-850,851-900,University of Lincoln,Europe,L,CO,VH,Public,701,9.3,701,801,14.6,801,84.8,259,73.7,260.0,75.2,234.0,73.7,478.0,6.0,801,63.8,427.0,,646.0,15645.0,15.0,0.24,2.45,42.45,20.5,18.5,77.2,34.1,86.9,2026.0,United Kingdom,825.5,646.0,,46.0,13.0,24.0,8.0,47.85
801-850,721-730,University of Modena and Reggio Emilia,Europe,L,FC,VH,Public,701,7.6,701,801,56.7,310,4.8,801,7.5,801.0,13.1,801.0,55.1,767.0,20.3,719,54.4,613.0,,534.0,18479.0,18.9,0.04,2.28,45.59,34.7,25.7,72.9,77.9,38.9,2026.0,Italy,825.5,534.0,,52.6,4.6,4.0,12.3,49.3
801-850,,University of Namur,Europe,M,FO,VH,Public,701,8.8,701,801,44.4,421,37.2,521,59.3,345.0,62.7,316.0,47.5,801.0,10.3,801,53.4,632.0,,842.0,6480.0,20.0,0.17,2.45,38.14,26.8,26.7,49.0,62.4,70.6,2026.0,Belgium,825.5,842.0,,41.9,5.8,17.0,6.4,37.85
801-850,741-750,University of Westminster,Europe,L,CO,HI,Public,701,11.4,701,801,9.0,801,85.2,257,99.2,65.0,99.2,54.0,37.6,801.0,34.2,498,40.3,801.0,,875.0,19530.0,20.0,0.51,2.49,37.67,19.0,16.5,63.1,48.7,85.4,2026.0,United Kingdom,825.5,875.0,,31.55,7.1,51.0,12.3,39.8
851-900,741-750,Altai State University,Europe,M,CO,VH,Public,701,7.0,701,101,1.9,801,8.6,801,71.3,266.0,68.1,283.0,18.3,801.0,2.0,801,46.2,801.0,,1796.0,9271.0,18.5,0.27,2.36,22.34,23.0,16.4,17.1,25.3,62.1,2026.0,Russian Federation,875.5,1796.0,,13.42,90.7,27.0,12.9,16.75
851-900,901-950,Australian Catholic University,Oceania,L,CO,HI,Public,701,11.8,701,801,19.4,724,86.4,251,61.7,329.0,65.4,301.0,35.6,801.0,1.7,801,49.3,725.0,,425.0,22604.0,31.7,0.2,3.18,48.93,17.7,24.7,97.1,28.0,83.9,2026.0,Australia,875.5,425.0,,44.2,8.0,20.0,12.0,60.9
851-900,1001-1200,Azerbaijan State Oil and Industry University,Asia,L,FO,HI,Public,701,19.0,685,208,1.5,801,46.8,456,9.7,801.0,13.9,801.0,8.5,801.0,45.0,391,31.0,801.0,,1962.0,12831.0,10.3,0.06,0.61,18.57,25.0,8.1,15.7,19.7,44.7,2026.0,Azerbaijan,875.5,1962.0,,8.45,73.3,6.0,13.1,11.9
851-900,,Dhofar University,Asia,S,FO,VH,Private not for Profit,701,9.5,701,801,19.6,719,100.0,21,11.1,801.0,13.8,801.0,35.1,801.0,70.3,208,18.7,801.0,,677.0,3049.0,15.9,0.07,2.24,41.8,16.9,19.0,80.8,27.8,79.4,2026.0,Oman,875.5,677.0,,38.62,12.1,7.0,10.0,49.9
851-900,801-850,Edinburgh Napier University,Europe,L,CO,HI,Public,701,5.5,701,801,21.9,686,89.5,227,84.7,196.0,86.1,167.0,59.4,702.0,8.6,801,40.1,801.0,,674.0,14615.0,21.8,0.21,2.32,41.89,17.5,19.7,75.3,41.2,90.3,2026.0,United Kingdom,875.5,674.0,,44.08,6.1,21.0,7.9,47.5
851-900,801-850,Liverpool John Moores University,Europe,L,CO,VH,Public,701,12.0,701,801,20.4,707,53.8,420,21.2,707.0,27.3,648.0,89.7,178.0,11.5,801,53.9,624.0,,568.0,24415.0,18.1,0.16,2.4,44.7,19.7,19.7,83.8,51.2,79.9,2026.0,United Kingdom,875.5,568.0,,53.4,9.6,16.0,13.5,51.75
851-900,851-900,Mendel University in Brno,Europe,M,FO,VH,Public,701,8.3,701,239,8.3,801,14.3,801,38.8,507.0,41.5,495.0,74.1,461.0,4.8,801,49.4,719.0,,1329.0,9185.0,16.2,0.17,2.28,29.88,25.4,18.2,39.7,23.1,57.0,2026.0,Czechia,875.5,1329.0,,35.08,68.8,17.0,9.8,28.95
851-900,951-1000,Prince of Songkla University,Asia,XL,FC,HI,Public,380,13.5,701,801,6.9,801,7.4,801,2.7,801.0,7.2,801.0,55.4,764.0,5.6,801,60.9,486.0,,1399.0,33623.0,13.1,0.02,2.86,28.63,24.3,16.0,39.4,51.6,39.2,2026.0,Thailand,875.5,1399.0,,29.42,20.4,2.0,32.4,27.7
851-900,851-900,Tokyo University of Agriculture and Technology,Asia,M,FO,VH,Public,701,11.2,701,801,40.3,464,11.6,801,11.3,801.0,15.3,801.0,42.4,801.0,1.7,801,33.2,801.0,,1204.0,5923.0,14.2,0.07,0.56,32.04,34.0,25.5,28.0,82.2,39.0,2026.0,Japan,875.5,1204.0,,34.05,18.7,7.0,15.6,26.75
851-900,851-900,University of Ghana,Africa,XL,FC,HI,Public,687,12.4,701,801,10.8,801,8.1,801,1.8,801.0,1.6,801.0,80.8,337.0,96.8,63,52.8,651.0,,1043.0,72334.0,46.5,0.01,2.08,34.76,17.0,32.2,49.2,46.8,50.3,2026.0,Ghana,875.5,1043.0,,43.25,2.1,1.0,17.8,40.7
851-900,851-900,University of Santo Tomas,Asia,XL,FC,MD,Private not for Profit,605,45.9,294,801,1.7,801,38.5,513,9.0,801.0,7.0,801.0,19.1,801.0,25.5,631,40.2,801.0,,1657.0,42253.0,15.1,0.06,2.45,24.68,23.0,10.2,32.1,21.1,59.5,2026.0,Philippines,875.5,1657.0,,15.78,14.1,6.0,20.3,21.15
851-900,771-780,Verona University,Europe,L,FO,VH,Public,701,5.0,701,801,50.0,375,6.3,801,8.4,801.0,14.1,801.0,70.3,523.0,6.9,801,52.7,652.0,,398.0,21809.0,25.6,0.05,2.69,49.92,34.6,31.1,81.6,71.1,45.0,2026.0,Italy,875.5,398.0,,58.25,5.9,5.0,13.1,56.35
851-900,951-1000,Yarmouk University,Asia,L,FC,HI,Public,541,32.0,448,801,5.2,801,7.7,801,25.9,646.0,28.4,634.0,44.6,801.0,42.3,414,45.3,801.0,,720.0,21300.0,23.6,0.15,,40.76,29.3,17.9,69.9,29.9,63.4,2026.0,Jordan,875.5,720.0,,34.4,5.3,15.0,23.4,43.9
901-950,901-950,Future University in Egypt,Africa,M,FO,VH,Private not for Profit,701,40.5,334,416,5.3,801,18.2,738,33.0,558.0,34.5,558.0,50.4,801.0,3.3,801,35.7,801.0,,816.0,7962.0,9.5,0.11,1.91,38.75,22.2,10.6,78.6,18.0,64.4,2026.0,Egypt,925.5,816.0,,36.22,47.2,11.0,7.1,44.6
901-950,901-950,Kanazawa University,Asia,M,FC,VH,Public,701,7.1,701,311,22.1,684,11.6,801,10.8,801.0,15.4,801.0,33.9,801.0,1.7,801,53.1,644.0,,1147.0,10216.0,9.9,0.06,0.56,32.92,36.0,21.8,35.6,67.5,34.6,2026.0,Japan,925.5,1147.0,,28.35,58.1,6.0,13.2,28.7
901-950,951-1000,Khon Kaen University,Asia,XL,FC,HI,Public,472,22.6,585,801,8.8,801,6.4,801,3.3,801.0,7.6,801.0,57.1,733.0,5.9,801,59.9,504.0,,1278.0,32602.0,16.3,0.02,2.57,30.64,28.6,17.3,41.8,49.5,35.5,2026.0,Thailand,925.5,1278.0,,31.25,11.7,2.0,26.6,29.55
901-950,801-850,London South Bank University,Europe,L,FO,VH,Public,701,6.3,701,801,8.5,801,94.1,192,98.1,87.0,98.2,75.0,47.7,801.0,15.2,801,50.8,688.0,,713.0,14425.0,15.9,0.4,2.32,41.02,18.5,13.0,75.6,48.1,95.9,2026.0,United Kingdom,925.5,713.0,,36.2,13.6,40.0,4.9,44.3
901-950,851-900,Nagasaki University,Asia,M,FC,VH,Public,701,3.7,701,143,12.2,801,8.5,801,10.8,801.0,15.3,801.0,48.4,801.0,3.4,801,59.6,509.0,,1358.0,8747.0,6.7,0.05,0.64,29.37,30.1,16.0,35.4,55.2,40.3,2026.0,Japan,925.5,1358.0,,28.0,84.3,5.0,9.0,25.7
901-950,901-950,Osaka Metropolitan University,Asia,L,FC,VH,Public,676,14.0,701,321,12.3,801,6.2,801,5.2,801.0,9.4,801.0,34.1,801.0,8.9,801,47.7,765.0,,1459.0,15703.0,8.7,0.04,0.59,27.95,31.3,16.9,28.8,78.3,27.2,2026.0,Japan,925.5,1459.0,,23.02,57.2,4.0,18.1,22.85
901-950,1001-1200,Panjab University,Asia,L,CO,VH,Public,701,11.5,701,801,43.5,433,20.1,,3.2,801.0,7.5,801.0,33.0,801.0,39.6,441,50.9,684.0,,665.0,16479.0,15.9,0.02,2.73,42.09,38.2,19.6,71.2,48.3,24.6,2026.0,India,925.5,665.0,,41.82,10.3,2.0,9.4,45.4
901-950,,Taif University,Asia,XL,FC,VH,Public,701,2.7,701,801,30.2,586,100.0,44,4.7,801.0,9.2,801.0,80.5,343.0,2.9,801,46.0,801.0,,782.0,38212.0,16.7,0.03,2.45,39.5,16.2,16.4,77.7,23.3,76.3,2026.0,Saudi Arabia,925.5,782.0,,51.2,9.2,3.0,7.0,47.05
901-950,1001-1200,Tallinn University,Europe,M,FO,VH,Public,701,12.4,701,801,9.9,801,63.9,363,30.6,585.0,36.5,529.0,55.1,768.0,45.6,382,44.3,801.0,,1052.0,3770.0,7.9,0.11,3.02,34.58,27.2,24.5,47.8,24.4,55.2,2026.0,Estonia,925.5,1052.0,,34.32,12.6,11.0,11.1,36.15
901-950,,Tashkent State Technical University,Asia,L,CO,HI,Public,399,16.2,701,801,2.1,801,62.9,371,1.8,801.0,6.1,801.0,9.9,801.0,30.7,540,33.9,801.0,,1088.0,14012.0,13.9,0.01,0.81,33.94,21.0,8.6,75.3,16.6,26.6,2026.0,Uzbekistan,925.5,1088.0,,23.98,20.1,1.0,30.6,41.95
901-950,851-900,University of Hertfordshire,Europe,L,CO,HI,Public,701,6.7,701,801,12.1,801,81.4,285,100.0,12.0,100.0,7.0,57.7,723.0,17.0,780,39.0,801.0,,716.0,27285.0,19.5,0.61,2.0,40.85,18.2,13.2,76.5,44.8,92.1,2026.0,United Kingdom,925.5,716.0,,39.88,6.8,61.0,5.8,44.85
901-950,901-950,University of Maribor,Europe,L,FC,HI,Public,701,15.6,701,551,12.7,801,2.3,801,27.3,623.0,28.3,635.0,67.4,580.0,41.3,422,49.9,705.0,,1389.0,13082.0,13.9,0.14,2.32,28.73,21.5,18.0,41.2,46.2,39.5,2026.0,Slovenia,925.5,1389.0,,34.83,36.4,14.0,10.8,29.6
901-950,901-950,University of Peshawar,Asia,L,FO,VH,Public,701,11.9,701,119,12.3,801,20.1,,2.0,801.0,1.7,801.0,49.0,801.0,19.2,742,25.8,801.0,,1117.0,19301.0,34.0,0.0,0.32,33.39,24.0,12.0,59.1,34.8,49.4,2026.0,Pakistan,925.5,1117.0,,33.1,87.2,0.0,9.4,35.55
901-950,901-950,University of Salford,Europe,L,CO,HI,Public,701,7.9,701,801,12.0,801,55.6,408,88.2,182.0,89.2,153.0,61.6,670.0,13.8,801,43.4,801.0,,851.0,22475.0,20.9,0.3,2.36,38.01,19.0,14.8,64.9,57.0,84.8,2026.0,United Kingdom,925.5,851.0,,38.33,9.1,30.0,10.8,39.85
901-950,851-900,University of South Africa,Africa,XL,CO,VH,Public,701,13.6,701,801,11.7,801,20.1,,13.3,801.0,10.1,801.0,92.5,138.0,96.0,66,43.3,801.0,,1276.0,207954.0,84.5,0.02,3.14,30.65,19.7,17.8,51.0,30.4,42.2,2026.0,South Africa,925.5,1276.0,,43.25,1.2,2.0,13.8,34.4
951-1000,851-900,Al-Quds University,Asia,M,FC,MD,Public,701,20.5,644,801,2.8,801,72.3,327,90.5,163.0,76.3,229.0,15.0,801.0,12.3,801,40.1,801.0,,1802.0,10065.0,10.9,0.33,3.22,22.22,22.9,11.0,17.8,21.1,81.2,2026.0,Palestine,975.5,1802.0,,11.65,19.4,33.0,10.1,14.4
951-1000,851-900,Charles Sturt University,Oceania,L,CO,VH,Public,701,9.4,701,801,13.9,801,66.0,356,47.2,427.0,52.2,396.0,60.4,684.0,13.4,801,64.9,403.0,,775.0,18763.0,21.8,0.11,2.9,39.62,18.8,20.2,72.3,52.2,59.2,2026.0,Australia,975.5,775.0,,41.7,14.1,11.0,6.4,46.25
951-1000,851-900,CY Cergy Paris University,Europe,M,FO,VH,Public,701,5.2,701,270,7.4,801,55.1,410,59.0,347.0,62.9,314.0,47.9,801.0,1.3,801,31.4,801.0,,1075.0,16674.0,16.0,0.27,2.12,34.15,26.3,20.5,38.1,56.5,90.1,2026.0,France,975.5,1075.0,,28.48,64.9,27.0,5.2,29.3
951-1000,1001-1200,Guru Gobind Singh Indraprastha University,Asia,S,CO,VH,Public,701,14.6,701,801,48.5,384,5.0,801,9.4,801.0,12.6,801.0,26.9,801.0,12.8,801,43.0,801.0,,847.0,6027.0,14.2,0.04,0.41,38.03,30.8,12.4,74.2,26.9,26.8,2026.0,India,975.5,847.0,,40.5,12.5,4.0,5.8,43.3
951-1000,1001-1200,Hasanuddin University,Asia,XL,FC,HI,Public,538,17.5,701,484,1.7,801,11.9,801,3.1,801.0,7.8,801.0,20.0,801.0,22.0,695,53.0,646.0,,1839.0,37300.0,14.8,0.01,2.57,21.3,21.6,11.5,28.0,31.3,25.9,2026.0,Indonesia,975.5,1839.0,,15.3,41.9,1.0,23.5,19.75
951-1000,801-850,Immanuel Kant Baltic Federal University,Europe,M,CO,VH,Public,701,4.7,701,124,3.1,801,28.1,607,53.2,386.0,51.0,407.0,34.5,801.0,1.9,801,32.1,801.0,,1363.0,6711.0,16.3,0.19,2.45,29.28,37.1,22.1,20.3,37.1,58.0,2026.0,Russian Federation,975.5,1363.0,,20.0,86.3,19.0,7.7,21.2
951-1000,791-800,Ivane Javakhishvili Tbilisi State University,Asia,L,FC,MD,Public,701,1.4,701,150,1.4,801,1.9,801,7.5,801.0,12.2,801.0,24.7,801.0,95.2,75,18.2,801.0,,2048.0,24977.0,32.5,0.05,2.49,16.72,15.0,12.2,15.9,18.9,43.1,2026.0,Georgia,975.5,2048.0,,13.55,83.5,5.0,11.9,14.05
951-1000,951-1000,Kumamoto University,Asia,M,FC,VH,Public,701,4.4,701,249,21.4,692,8.2,801,6.9,801.0,11.4,801.0,33.9,801.0,3.4,801,50.4,696.0,,1087.0,9401.0,9.5,0.06,0.64,33.95,33.6,19.3,41.3,82.0,37.0,2026.0,Japan,975.5,1087.0,,28.98,67.5,6.0,9.2,30.3
951-1000,1001-1200,National Chung Cheng University,Asia,M,CO,VH,Public,650,34.8,412,801,9.5,801,7.9,801,6.3,801.0,10.5,801.0,28.9,801.0,5.1,801,51.6,669.0,,1488.0,9183.0,14.8,0.04,1.95,27.41,21.4,24.8,28.4,77.3,30.6,2026.0,Taiwan,975.5,1488.0,,22.9,16.6,4.0,18.9,26.6
951-1000,901-950,North South University,Asia,L,FO,HI,Private not for Profit,701,54.1,226,801,6.6,801,10.5,801,1.6,801.0,6.0,801.0,30.2,801.0,11.7,801,37.3,801.0,,939.0,16380.0,19.1,0.0,1.87,36.56,14.8,11.3,80.3,29.4,48.7,2026.0,Bangladesh,975.5,939.0,,32.1,7.5,0.0,16.9,45.8
