Rank_QS,Previous_Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,Academic_Reputation_Score,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Score,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Country,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized
741-750,741-750,Victoria University,Australia,Oceania,L,CO,HI,Public,9.2,701,10.1,701,3.4,801,48.7,381,23.6,667,74.6,256.0,77.1,225.0,48.9,801.0,9.7,801,59.3,514=,-,597.0,Australia,14540.0,29.4,0.25,"2 days, 11:41:00",43.8669999999999,22.9,24.7,74.5,55.9,71.5,2026.0,Australia,745.5,597.0
741-750,741-750,Vytautas Magnus University,Lithuania,Europe,M,FO,VH,Public,14.0,701,19.9,658,44.2,447,5.0,801,46.8,455,70.8,270.0,73.5,244.0,62.8,653.0,26.8,611,47.0,789=,-,1467.0,Lithuania,8381.0,10.6,0.19,"2 days, 23:29:00",27.8629999999999,23.7,12.9,36.9,21.2,69.5,2026.0,Lithuania,745.5,1467.0
751-760,721-730,University of Trieste,Italy,Europe,L,FC,VH,Public,16.1,701,7.8,701,5.5,801,53.8,345,11.6,801,16.8,783.0,22.9,721.0,70.8,514.0,18.7,746,36.4,801,-,509.0,Italy,18016.0,24.3,0.08,"2 days, 10:42:00",45.993,34.3,27.7,72.4,57.6,50.9,2026.0,Italy,755.5,509.0
761-770,801-850,Al-Ahliyya Amman University,Jordan,Asia,M,FO,VH,Private not for Profit,17.1,701,21.0,625,15.8,801,6.4,801,93.7,196,100.0,29.0,98.0,79.0,32.7,801.0,6.0,801,38.2,801,-,441.0,Jordan,4510.0,14.8,0.64,"2 days, 4:48:00",48.3609999999999,18.6,24.7,88.0,56.9,93.8,2026.0,Jordan,765.5,441.0
761-770,761-770,Bangladesh University of Engineering and Technology,Bangladesh,Asia,M,SP,VH,Public,21.3,582,42.5,316,15.6,801,30.8,578,20.1,,19.4,,21.7,,23.0,801.0,29.9,551,30.0,801,-,1032.0,Bangladesh,5814.0,11.3,0.0,0.9708333333333333,34.891,23.1,15.2,65.4,38.4,33.5,2026.0,Bangladesh,765.5,1032.0
761-770,,Kaohsiung Medical University,Taiwan,Asia,M,FO,VH,Private for Profit,8.4,701,6.0,701,46.9,423,58.6,294,11.2,801,7.4,801.0,11.1,801.0,26.1,801.0,4.1,801,51.7,667=,-,866.0,Taiwan,6621.0,12.6,0.05,"2 days, 11:41:00",37.7789999999999,26.6,34.3,46.9,89.0,31.4,2026.0,Taiwan,765.5,866.0
761-770,721-730,Riga Technical University,Latvia,Europe,M,CO,VH,Public,12.6,701,31.9,449,31.7,606,6.0,801,22.1,686,84.9,195.0,86.3,165.0,38.2,801.0,40.5,432,47.6,770=,-,1174.0,Latvia,10472.0,31.7,0.33,35 : 65,32.5725,27.1,25.3,33.6,56.4,65.4,2026.0,Latvia,765.5,1174.0
761-770,731-740,University of Belgrade,Serbia,Europe,XL,FC,VH,Public,23.6,536,14.0,701,6.5,801,10.1,801,3.6,801,7.4,801.0,5.8,801.0,94.5,91.0,98.4,36,52.1,661=,-,1069.0,Serbia,91512.0,18.1,0.05,"2 days, 13:39:00",34.25,22.6,27.3,50.9,31.9,41.6,2026.0,Serbia,765.5,1069.0
761-770,801-850,University of Bucharest,Romania,Europe,XL,CO,VH,Public,21.1,590,35.9,400,9.0,801,8.3,801,3.5,801,4.8,801.0,10.0,801.0,72.3,495.0,67.9,226,60.8,491=,-,1066.0,Romania,31127.0,32.1,0.02,"2 days, 22:30:00",34.2785,21.6,24.1,58.4,27.0,30.9,2026.0,Romania,765.5,1066.0
761-770,,University of Nizwa,Oman,Asia,S,CO,VH,Private not for Profit,11.0,701,12.8,701,47.5,412,13.0,801,100.0,32,26.2,642.0,27.0,653.0,26.1,801.0,73.5,190,19.0,801,-,500.0,Oman,3498.0,8.9,0.11,"3 days, 5:23:00",46.2744999999999,28.1,26.0,76.2,34.0,83.0,2026.0,Oman,765.5,500.0
771-780,771-780,Holy Spirit University of Kaslik,Lebanon,Asia,M,FO,HI,Private not for Profit,11.1,701,20.7,637,70.4,226,3.8,801,99.4,117,52.2,397.0,53.4,383.0,9.6,801.0,7.3,801,38.0,801,-,1454.0,Lebanon,7374.0,13.0,0.14,"2 days, 7:45:00",28.0084999999999,23.0,9.9,38.5,19.5,80.3,2026.0,Lebanon,775.5,1454.0
771-780,731-740,Rovira i Virgili University,Spain,Europe,L,FC,VH,Public,9.5,701,4.5,701,19.9,801,48.0,388,9.8,801,28.4,610.0,34.4,559.0,82.2,309.0,1.8,801,65.0,398=,-,714.0,Spain,14226.0,13.2,0.12,"2 days, 12:40:00",40.9679999999999,28.2,25.1,62.5,57.5,57.6,2026.0,Spain,775.5,714.0
781-790,801-850,Alexandria University,Egypt,Africa,XL,FC,VH,Public,32.7,376,24.2,555,7.2,801,3.5,801,1.9,801,13.6,801.0,19.0,780.0,80.7,341.0,33.0,514,56.6,568=,-,980.0,Egypt,186461.0,17.6,0.07,"2 days, 5:47:00",35.8275,20.7,18.2,63.5,31.7,55.0,2026.0,Egypt,785.5,980.0
781-790,741-750,Carleton University,Canada,Americas,L,CO,VH,Public,15.6,701,16.8,701,7.3,801,18.6,743,17.6,756,56.9,364.0,42.4,489.0,74.9,443.0,43.1,407,61.1,477=,-,580.0,Canada,27612.0,27.0,0.22,"2 days, 1:51:00",44.331,23.4,31.5,64.9,79.2,75.4,2026.0,Canada,785.5,580.0
781-790,801-850,Kuwait University,Kuwait,Asia,XL,FC,HI,Public,20.9,594,17.5,701,9.4,801,5.5,801,24.1,662,32.0,567.0,37.8,519.0,55.1,769.0,97.1,56,58.3,539=,-,1287.0,Kuwait,29943.0,18.3,0.13,"3 days, 1:27:00",30.565,18.0,11.4,53.7,33.1,60.2,2026.0,Kuwait,785.5,1287.0
781-790,781-790,University of Mons,Belgium,Europe,M,CO,VH,Public,7.0,701,8.1,701,5.2,801,53.2,349,40.9,491,47.0,432.0,50.6,409.0,43.6,801.0,7.3,801,54.4,613=,-,648.0,Belgium,8374.0,26.7,0.17,"2 days, 8:44:00",42.4409999999999,27.2,30.9,58.4,66.4,70.4,2026.0,Belgium,785.5,648.0
781-790,741-750,V.N. Karazin Kharkiv National University,Ukraine,Europe,L,FC,HI,Public,14.3,701,30.2,470,70.5,222,1.9,801,4.4,801,67.8,291.0,69.0,276.0,35.2,801.0,4.6,801,46.2,801,-,1908.0,Ukraine,17491.0,8.3,0.27,"2 days, 3:49:00",19.6645,26.8,11.2,12.1,35.2,46.3,2026.0,Ukraine,785.5,1908.0
791-800,771-780,Chiba University,Japan,Asia,L,FC,VH,Public,22.5,555,12.5,701,65.8,261,17.8,755,11.3,801,7.9,801.0,12.1,801.0,30.2,801.0,6.2,801,48.7,737=,-,1055.0,Japan,13630.0,8.6,0.05,38 : 62,34.54,33.7,21.1,43.7,70.3,34.1,2026.0,Japan,795.5,1055.0
791-800,801-850,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Asia,M,FC,HI,Private not for Profit,19.4,636,43.9,304,19.2,801,13.4,801,15.8,784,8.0,801.0,11.9,801.0,51.7,801.0,5.1,801,57.7,548,-,1132.0,Malaysia,15730.0,12.9,0.13,"2 days, 4:48:00",33.1879999999999,20.8,17.8,51.5,63.5,52.0,2026.0,Malaysia,795.5,1132.0
801-850,851-900,AGH University of Krakow,Poland,Europe,L,CO,VH,Public,13.1,701,30.6,465,54.7,344,12.7,801,4.4,801,7.3,801.0,12.1,801.0,75.6,430.0,4.0,801,47.4,776=,-,1125.0,Poland,17827.0,10.2,0.04,33 : 67,33.3244999999999,32.7,21.6,39.8,71.6,34.8,2026.0,Poland,825.5,1125.0
801-850,791-800,Alfaisal University,Saudi Arabia,Asia,S,FO,VH,Private not for Profit,7.9,701,5.9,701,31.7,605,21.8,687,100.0,29,96.7,102.0,92.4,127.0,28.1,801.0,5.7,801,31.0,801,-,586.0,Saudi Arabia,3443.0,11.3,0.37,"2 days, 10:42:00",44.2099999999999,24.2,19.5,73.7,50.4,97.2,2026.0,Saudi Arabia,825.5,586.0
801-850,1001-1200,Azerbaijan State University of Economics,Azerbaijan,Asia,L,FO,HI,Public,21.2,587,37.2,379,36.7,548,1.5,801,32.0,563,10.7,801.0,13.9,801.0,11.7,801.0,51.5,329,39.2,801,-,905.0,Azerbaijan,13473.0,9.2,0.07,"1 day, 20:56:00",37.1509999999999,23.4,9.3,74.5,19.4,59.0,2026.0,Azerbaijan,825.5,905.0
801-850,771-780,Bournemouth University,United Kingdom,Europe,L,CO,VH,Public,8.0,701,11.0,701,8.1,801,29.4,594,84.7,261,47.7,422.0,52.6,391.0,76.3,418.0,7.7,801,43.4,801,-,471.0,United Kingdom,15605.0,19.9,0.24,"2 days, 6:46:00",47.175,18.8,21.7,89.3,46.4,89.2,2026.0,United Kingdom,825.5,471.0
801-850,711-720,De Montfort University,United Kingdom,Europe,L,FO,VH,Public,6.4,701,9.5,701,6.8,801,16.7,770,81.4,284,96.4,107.0,96.6,92.0,57.1,734.0,10.5,801,64.5,409=,-,751.0,United Kingdom,23655.0,20.6,0.47,"2 days, 0:52:00",40.111,17.7,16.4,70.5,50.4,92.9,2026.0,United Kingdom,825.5,751.0
801-850,901-950,German Jordanian University,Jordan,Asia,S,FO,VH,Public,14.6,701,28.7,490,34.6,569,12.7,801,85.3,256,23.9,676.0,26.0,668.0,18.3,801.0,11.3,801,22.1,801,-,997.0,Jordan,2830.0,9.6,0.15,36 : 64,35.5169999999999,22.4,13.6,60.3,24.5,78.6,2026.0,Jordan,825.5,997.0
801-850,791-800,Keele University,United Kingdom,Europe,M,FC,VH,Public,8.5,701,8.0,701,21.3,801,28.5,600,60.9,385,50.7,408.0,42.3,490.0,66.4,601.0,10.1,801,39.4,801,-,563.0,United Kingdom,10370.0,15.4,0.2,"2 days, 14:38:00",44.861,23.5,22.6,75.5,63.8,82.3,2026.0,United Kingdom,825.5,563.0
801-850,721-730,Middlesex University,United Kingdom,Europe,L,CO,HI,Public,7.5,701,9.3,701,11.3,801,14.3,801,88.6,233,99.7,49.0,99.7,39.0,56.5,744.0,24.6,647,40.0,801,-,604.0,United Kingdom,14860.0,19.8,0.49,"2 days, 11:41:00",43.6104999999999,22.4,18.7,76.1,45.3,92.5,2026.0,United Kingdom,825.5,604.0
801-850,781-790,Qassim University,Saudi Arabia,Asia,L,FC,VH,Public,15.5,701,6.5,701,47.0,421,3.8,801,100.0,64,25.1,661.0,31.1,600.0,72.1,497.0,3.0,801,52.2,658=,-,808.0,Saudi Arabia,29826.0,9.5,0.11,"1 day, 21:55:00",38.9424999999999,30.5,19.3,56.2,29.7,84.0,2026.0,Saudi Arabia,825.5,808.0
801-850,781-790,Universidade Federal de Santa Catarina,Brazil,Americas,L,FC,VH,Public,26.1,485,8.3,701,25.2,731,15.8,786,5.9,801,4.0,801.0,8.7,801.0,64.4,631.0,23.7,659,65.2,393=,-,1035.0,Brazil,36229.0,14.9,0.03,"2 days, 2:50:00",34.8394999999999,36.3,22.4,40.8,65.5,37.0,2026.0,Brazil,825.5,1035.0
801-850,1001-1200,Universiti Malaysia Terengganu (UMT),Malaysia,Asia,M,CO,VH,Public,16.7,701,8.2,701,18.6,801,28.9,596,23.6,668,30.3,588.0,31.7,592.0,58.9,709.0,5.0,801,58.2,543=,-,1017.0,Malaysia,9037.0,13.7,0.11,"2 days, 21:31:00",35.1089999999999,22.6,20.2,55.1,36.6,61.2,2026.0,Malaysia,825.5,1017.0
801-850,801-850,University of Brighton,United Kingdom,Europe,L,FO,VH,Public,9.6,701,9.7,701,12.4,801,24.9,642,64.9,359,68.1,289.0,71.2,260.0,73.1,486.0,11.5,801,39.1,801,-,786.0,United Kingdom,14840.0,16.8,0.23,"2 days, 13:39:00",39.4359999999999,19.9,19.3,63.4,64.9,84.7,2026.0,United Kingdom,825.5,786.0
801-850,751-760,University of Engineering & Technology (UET) Lahore,Pakistan,Asia,L,SP,VH,Public,11.1,701,49.1,260,20.4,801,15.1,801,20.1,,2.3,801.0,6.5,801.0,56.5,746.0,54.1,310,40.7,801,-,1299.0,Pakistan,13860.0,13.5,0.02,33 : 67,30.4149999999999,20.2,10.5,54.3,32.4,51.0,2026.0,Pakistan,825.5,1299.0
801-850,691-700,University of Greenwich,United Kingdom,Europe,L,CO,HI,Public,6.2,701,7.0,701,5.2,801,15.2,801,94.0,193,99.6,54.0,99.6,43.0,75.8,421.0,19.7,731,44.9,801,-,616.0,United Kingdom,22915.0,22.4,0.54,"2 days, 9:43:00",43.3034999999999,17.6,16.5,81.6,39.1,97.1,2026.0,United Kingdom,825.5,616.0
801-850,801-850,University of Hyderabad,India,Asia,M,FC,VH,Public,17.7,692,4.6,701,20.7,801,54.5,335,20.1,,2.6,801.0,6.9,801.0,34.0,801.0,3.4,801,42.1,801,-,1023.0,India,5071.0,12.7,0.01,"1 day, 22:54:00",35.048,42.4,21.6,41.6,48.4,24.8,2026.0,India,825.5,1023.0
801-850,781-790,University of Latvia,Latvia,Europe,M,FC,VH,Public,14.5,701,22.8,581,10.0,801,10.4,801,16.1,775,10.0,801.0,15.8,801.0,66.6,595.0,92.0,89,56.0,579=,-,1100.0,Latvia,11634.0,30.9,0.09,"2 days, 19:33:00",33.7089999999999,20.5,31.3,42.3,52.3,50.7,2026.0,Latvia,825.5,1100.0
801-850,851-900,University of Lincoln,United Kingdom,Europe,L,CO,VH,Public,8.0,701,9.3,701,13.0,801,14.6,801,84.8,259,73.7,260.0,75.2,234.0,73.7,478.0,6.0,801,63.8,427=,-,646.0,United Kingdom,15645.0,15.0,0.24,"2 days, 10:42:00",42.4539999999999,20.5,18.5,77.2,34.1,86.9,2026.0,United Kingdom,825.5,646.0
801-850,721-730,University of Modena and Reggio Emilia,Italy,Europe,L,FC,VH,Public,12.3,701,7.6,701,4.6,801,56.7,310,4.8,801,7.5,801.0,13.1,801.0,55.1,767.0,20.3,719,54.4,613=,-,534.0,Italy,18479.0,18.9,0.04,"2 days, 6:46:00",45.5929999999999,34.7,25.7,72.9,77.9,38.9,2026.0,Italy,825.5,534.0
801-850,,University of Namur,Belgium,Europe,M,FO,VH,Public,6.4,701,8.8,701,5.8,801,44.4,421,37.2,521,59.3,345.0,62.7,316.0,47.5,801.0,10.3,801,53.4,632=,-,842.0,Belgium,6480.0,20.0,0.17,"2 days, 10:42:00",38.14,26.8,26.7,49.0,62.4,70.6,2026.0,Belgium,825.5,842.0
801-850,741-750,University of Westminster,United Kingdom,Europe,L,CO,HI,Public,12.3,701,11.4,701,7.1,801,9.0,801,85.2,257,99.2,65.0,99.2,54.0,37.6,801.0,34.2,498,40.3,801,-,875.0,United Kingdom,19530.0,20.0,0.51,"2 days, 11:41:00",37.673,19.0,16.5,63.1,48.7,85.4,2026.0,United Kingdom,825.5,875.0
851-900,741-750,Altai State University,Russian Federation,Europe,M,CO,VH,Public,12.9,701,7.0,701,90.7,101,1.9,801,8.6,801,71.3,266.0,68.1,283.0,18.3,801.0,2.0,801,46.2,801,-,1796.0,Russian Federation,9271.0,18.5,0.27,"2 days, 8:44:00",22.3405,23.0,16.4,17.1,25.3,62.1,2026.0,Russian Federation,875.5,1796.0
851-900,901-950,Australian Catholic University,Australia,Oceania,L,CO,HI,Public,12.0,701,11.8,701,8.0,801,19.4,724,86.4,251,61.7,329.0,65.4,301.0,35.6,801.0,1.7,801,49.3,725=,-,425.0,Australia,22604.0,31.7,0.2,"3 days, 4:24:00",48.927,17.7,24.7,97.1,28.0,83.9,2026.0,Australia,875.5,425.0
851-900,1001-1200,Azerbaijan State Oil and Industry University,Azerbaijan,Asia,L,FO,HI,Public,13.1,701,19.0,685,73.3,208,1.5,801,46.8,456,9.7,801.0,13.9,801.0,8.5,801.0,45.0,391,31.0,801,-,1962.0,Azerbaijan,12831.0,10.3,0.06,38 : 62,18.5745,25.0,8.1,15.7,19.7,44.7,2026.0,Azerbaijan,875.5,1962.0
851-900,,Dhofar University,Oman,Asia,S,FO,VH,Private not for Profit,10.0,701,9.5,701,12.1,801,19.6,719,100.0,21,11.1,801.0,13.8,801.0,35.1,801.0,70.3,208,18.7,801,-,677.0,Oman,3049.0,15.9,0.07,"2 days, 5:47:00",41.8025,16.9,19.0,80.8,27.8,79.4,2026.0,Oman,875.5,677.0
851-900,801-850,Edinburgh Napier University,United Kingdom,Europe,L,CO,HI,Public,7.9,701,5.5,701,6.1,801,21.9,686,89.5,227,84.7,196.0,86.1,167.0,59.4,702.0,8.6,801,40.1,801,-,674.0,United Kingdom,14615.0,21.8,0.21,"2 days, 7:45:00",41.886,17.5,19.7,75.3,41.2,90.3,2026.0,United Kingdom,875.5,674.0
851-900,801-850,Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,Public,13.5,701,12.0,701,9.6,801,20.4,707,53.8,420,21.2,707.0,27.3,648.0,89.7,178.0,11.5,801,53.9,624=,-,568.0,United Kingdom,24415.0,18.1,0.16,"2 days, 9:43:00",44.705,19.7,19.7,83.8,51.2,79.9,2026.0,United Kingdom,875.5,568.0
851-900,851-900,Mendel University in Brno,Czechia,Europe,M,FO,VH,Public,9.8,701,8.3,701,68.8,239,8.3,801,14.3,801,38.8,507.0,41.5,495.0,74.1,461.0,4.8,801,49.4,719=,-,1329.0,Czechia,9185.0,16.2,0.17,"2 days, 6:46:00",29.8799999999999,25.4,18.2,39.7,23.1,57.0,2026.0,Czechia,875.5,1329.0
851-900,951-1000,Prince of Songkla University,Thailand,Asia,XL,FC,HI,Public,32.4,380,13.5,701,20.4,801,6.9,801,7.4,801,2.7,801.0,7.2,801.0,55.4,764.0,5.6,801,60.9,486=,-,1399.0,Thailand,33623.0,13.1,0.02,"2 days, 20:32:00",28.6324999999999,24.3,16.0,39.4,51.6,39.2,2026.0,Thailand,875.5,1399.0
851-900,851-900,Tokyo University of Agriculture and Technology,Japan,Asia,M,FO,VH,Public,15.6,701,11.2,701,18.7,801,40.3,464,11.6,801,11.3,801.0,15.3,801.0,42.4,801.0,1.7,801,33.2,801,-,1204.0,Japan,5923.0,14.2,0.07,36 : 64,32.038,34.0,25.5,28.0,82.2,39.0,2026.0,Japan,875.5,1204.0
851-900,851-900,University of Ghana,Ghana,Africa,XL,FC,HI,Public,17.8,687,12.4,701,2.1,801,10.8,801,8.1,801,1.8,801.0,1.6,801.0,80.8,337.0,96.8,63,52.8,651,-,1043.0,Ghana,72334.0,46.5,0.01,"2 days, 1:51:00",34.7575,17.0,32.2,49.2,46.8,50.3,2026.0,Ghana,875.5,1043.0
851-900,851-900,University of Santo Tomas,Philippines,Asia,XL,FC,MD,Private not for Profit,20.3,605,45.9,294,14.1,801,1.7,801,38.5,513,9.0,801.0,7.0,801.0,19.1,801.0,25.5,631,40.2,801,-,1657.0,Philippines,42253.0,15.1,0.06,"2 days, 10:42:00",24.6794999999999,23.0,10.2,32.1,21.1,59.5,2026.0,Philippines,875.5,1657.0
851-900,771-780,Verona University,Italy,Europe,L,FO,VH,Public,13.1,701,5.0,701,5.9,801,50.0,375,6.3,801,8.4,801.0,14.1,801.0,70.3,523.0,6.9,801,52.7,652=,-,398.0,Italy,21809.0,25.6,0.05,"2 days, 16:36:00",49.925,34.6,31.1,81.6,71.1,45.0,2026.0,Italy,875.5,398.0
851-900,951-1000,Yarmouk University,Jordan,Asia,L,FC,HI,Public,23.4,541,32.0,448,5.3,801,5.2,801,7.7,801,25.9,646.0,28.4,634.0,44.6,801.0,42.3,414,45.3,801,-,720.0,Jordan,21300.0,23.6,0.15,,40.7555,29.3,17.9,69.9,29.9,63.4,2026.0,Jordan,875.5,720.0
901-950,901-950,Future University in Egypt,Egypt,Africa,M,FO,VH,Private not for Profit,7.1,701,40.5,334,47.2,416,5.3,801,18.2,738,33.0,558.0,34.5,558.0,50.4,801.0,3.3,801,35.7,801,-,816.0,Egypt,7962.0,9.5,0.11,"1 day, 21:55:00",38.7529999999999,22.2,10.6,78.6,18.0,64.4,2026.0,Egypt,925.5,816.0
901-950,901-950,Kanazawa University,Japan,Asia,M,FC,VH,Public,13.2,701,7.1,701,58.1,311,22.1,684,11.6,801,10.8,801.0,15.4,801.0,33.9,801.0,1.7,801,53.1,644=,-,1147.0,Japan,10216.0,9.9,0.06,36 : 64,32.917,36.0,21.8,35.6,67.5,34.6,2026.0,Japan,925.5,1147.0
901-950,951-1000,Khon Kaen University,Thailand,Asia,XL,FC,HI,Public,26.6,472,22.6,585,11.7,801,8.8,801,6.4,801,3.3,801.0,7.6,801.0,57.1,733.0,5.9,801,59.9,504=,-,1278.0,Thailand,32602.0,16.3,0.02,"2 days, 13:39:00",30.6365,28.6,17.3,41.8,49.5,35.5,2026.0,Thailand,925.5,1278.0
901-950,801-850,London South Bank University,United Kingdom,Europe,L,FO,VH,Public,4.9,701,6.3,701,13.6,801,8.5,801,94.1,192,98.1,87.0,98.2,75.0,47.7,801.0,15.2,801,50.8,688=,-,713.0,United Kingdom,14425.0,15.9,0.4,"2 days, 7:45:00",41.0239999999999,18.5,13.0,75.6,48.1,95.9,2026.0,United Kingdom,925.5,713.0
901-950,851-900,Nagasaki University,Japan,Asia,M,FC,VH,Public,9.0,701,3.7,701,84.3,143,12.2,801,8.5,801,10.8,801.0,15.3,801.0,48.4,801.0,3.4,801,59.6,509=,-,1358.0,Japan,8747.0,6.7,0.05,39 : 61,29.3699999999999,30.1,16.0,35.4,55.2,40.3,2026.0,Japan,925.5,1358.0
901-950,901-950,Osaka Metropolitan University,Japan,Asia,L,FC,VH,Public,18.1,676,14.0,701,57.2,321,12.3,801,6.2,801,5.2,801.0,9.4,801.0,34.1,801.0,8.9,801,47.7,765=,-,1459.0,Japan,15703.0,8.7,0.04,37 : 63,27.9465,31.3,16.9,28.8,78.3,27.2,2026.0,Japan,925.5,1459.0
901-950,1001-1200,Panjab University,India,Asia,L,CO,VH,Public,9.4,701,11.5,701,10.3,801,43.5,433,20.1,,3.2,801.0,7.5,801.0,33.0,801.0,39.6,441,50.9,684=,-,665.0,India,16479.0,15.9,0.02,"2 days, 17:35:00",42.09,38.2,19.6,71.2,48.3,24.6,2026.0,India,925.5,665.0
901-950,,Taif University,Saudi Arabia,Asia,XL,FC,VH,Public,7.0,701,2.7,701,9.2,801,30.2,586,100.0,44,4.7,801.0,9.2,801.0,80.5,343.0,2.9,801,46.0,801,-,782.0,Saudi Arabia,38212.0,16.7,0.03,"2 days, 10:42:00",39.4995,16.2,16.4,77.7,23.3,76.3,2026.0,Saudi Arabia,925.5,782.0
901-950,1001-1200,Tallinn University,Estonia,Europe,M,FO,VH,Public,11.1,701,12.4,701,12.6,801,9.9,801,63.9,363,30.6,585.0,36.5,529.0,55.1,768.0,45.6,382,44.3,801,-,1052.0,Estonia,3770.0,7.9,0.11,"3 days, 0:28:00",34.5849999999999,27.2,24.5,47.8,24.4,55.2,2026.0,Estonia,925.5,1052.0
901-950,,Tashkent State Technical University,Uzbekistan,Asia,L,CO,HI,Public,30.6,399,16.2,701,20.1,801,2.1,801,62.9,371,1.8,801.0,6.1,801.0,9.9,801.0,30.7,540,33.9,801,-,1088.0,Uzbekistan,14012.0,13.9,0.01,0.8069444444444445,33.938,21.0,8.6,75.3,16.6,26.6,2026.0,Uzbekistan,925.5,1088.0
901-950,851-900,University of Hertfordshire,United Kingdom,Europe,L,CO,HI,Public,5.8,701,6.7,701,6.8,801,12.1,801,81.4,285,100.0,12.0,100.0,7.0,57.7,723.0,17.0,780,39.0,801,-,716.0,United Kingdom,27285.0,19.5,0.61,"1 day, 23:53:00",40.8465,18.2,13.2,76.5,44.8,92.1,2026.0,United Kingdom,925.5,716.0
901-950,901-950,University of Maribor,Slovenia,Europe,L,FC,HI,Public,10.8,701,15.6,701,36.4,551,12.7,801,2.3,801,27.3,623.0,28.3,635.0,67.4,580.0,41.3,422,49.9,705,-,1389.0,Slovenia,13082.0,13.9,0.14,"2 days, 7:45:00",28.7329999999999,21.5,18.0,41.2,46.2,39.5,2026.0,Slovenia,925.5,1389.0
901-950,901-950,University of Peshawar,Pakistan,Asia,L,FO,VH,Public,9.4,701,11.9,701,87.2,119,12.3,801,20.1,,2.0,801.0,1.7,801.0,49.0,801.0,19.2,742,25.8,801,-,1117.0,Pakistan,19301.0,34.0,0.0,24 : 76,33.387,24.0,12.0,59.1,34.8,49.4,2026.0,Pakistan,925.5,1117.0
901-950,901-950,University of Salford,United Kingdom,Europe,L,CO,HI,Public,10.8,701,7.9,701,9.1,801,12.0,801,55.6,408,88.2,182.0,89.2,153.0,61.6,670.0,13.8,801,43.4,801,-,851.0,United Kingdom,22475.0,20.9,0.3,"2 days, 8:44:00",38.007,19.0,14.8,64.9,57.0,84.8,2026.0,United Kingdom,925.5,851.0
901-950,851-900,University of South Africa,South Africa,Africa,XL,CO,VH,Public,13.8,701,13.6,701,1.2,801,11.7,801,20.1,,13.3,801.0,10.1,801.0,92.5,138.0,96.0,66,43.3,801,-,1276.0,South Africa,207954.0,84.5,0.02,"3 days, 3:25:00",30.6545,19.7,17.8,51.0,30.4,42.2,2026.0,South Africa,925.5,1276.0
951-1000,851-900,Al-Quds University,Palestine,Asia,M,FC,MD,Public,10.1,701,20.5,644,19.4,801,2.8,801,72.3,327,90.5,163.0,76.3,229.0,15.0,801.0,12.3,801,40.1,801,-,1802.0,Palestine,10065.0,10.9,0.33,"3 days, 5:23:00",22.2195,22.9,11.0,17.8,21.1,81.2,2026.0,Palestine,975.5,1802.0
951-1000,851-900,Charles Sturt University,Australia,Oceania,L,CO,VH,Public,6.4,701,9.4,701,14.1,801,13.9,801,66.0,356,47.2,427.0,52.2,396.0,60.4,684.0,13.4,801,64.9,403=,-,775.0,Australia,18763.0,21.8,0.11,"2 days, 21:31:00",39.6219999999999,18.8,20.2,72.3,52.2,59.2,2026.0,Australia,975.5,775.0
951-1000,851-900,CY Cergy Paris University,France,Europe,M,FO,VH,Public,5.2,701,5.2,701,64.9,270,7.4,801,55.1,410,59.0,347.0,62.9,314.0,47.9,801.0,1.3,801,31.4,801,-,1075.0,France,16674.0,16.0,0.27,"2 days, 2:50:00",34.1509999999999,26.3,20.5,38.1,56.5,90.1,2026.0,France,975.5,1075.0
951-1000,1001-1200,Guru Gobind Singh Indraprastha University,India,Asia,S,CO,VH,Public,5.8,701,14.6,701,12.5,801,48.5,384,5.0,801,9.4,801.0,12.6,801.0,26.9,801.0,12.8,801,43.0,801,-,847.0,India,6027.0,14.2,0.04,29 : 71,38.028,30.8,12.4,74.2,26.9,26.8,2026.0,India,975.5,847.0
951-1000,1001-1200,Hasanuddin University,Indonesia,Asia,XL,FC,HI,Public,23.5,538,17.5,701,41.9,484,1.7,801,11.9,801,3.1,801.0,7.8,801.0,20.0,801.0,22.0,695,53.0,646=,-,1839.0,Indonesia,37300.0,14.8,0.01,"2 days, 13:39:00",21.3014999999999,21.6,11.5,28.0,31.3,25.9,2026.0,Indonesia,975.5,1839.0
