Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
210,Queensland University of Technology,Australia,33182,36.8,0.18,"2 days, 5:47:00",57.9975,33.0,40.4,89.6,88.1,81.9,2026
212,University of Gothenburg,Sweden,20756,10.9,0.13,,57.9785,34.8,43.2,91.1,78.8,62.7,2026
213,Arizona State University (Tempe),United States,52956,18.9,0.17,"1 day, 21:55:00",57.94,39.6,44.5,84.1,70.7,70.6,2026
214,Hong Kong Baptist University,Hong Kong,7628,13.4,0.6,"2 days, 16:36:00",57.932,34.6,41.0,84.5,79.5,97.4,2026
215,Western University,Canada,31831,32.7,0.25,"2 days, 8:44:00",57.8839999999999,39.9,42.6,77.5,99.8,86.9,2026
216,Politecnico di Milano,Italy,39793,21.8,0.23,36 : 64,57.8525,46.2,51.9,67.8,98.0,65.5,2026
217,Tel Aviv University,Israel,24379,22.7,0.07,"2 days, 9:43:00",57.835,41.8,50.1,79.9,75.0,53.4,2026
218,Nagoya University,Japan,15559,13.3,0.13,31 : 69,57.7854999999999,58.1,56.1,57.0,99.8,43.8,2026
219,Goethe University Frankfurt,Germany,27422,20.2,0.13,"2 days, 12:40:00",57.6534999999999,42.2,41.9,82.1,81.4,68.9,2026
220,University of Surrey,United Kingdom,14440,14.4,0.33,"2 days, 6:46:00",57.5984999999999,36.3,34.4,89.5,71.6,96.0,2026
221,Qatar University,Qatar,9539,8.2,0.38,,57.5884999999999,32.4,38.1,89.1,79.1,94.5,2026
222,University of SÃ£o Paulo,Brazil,82212,13.9,0.03,"2 days, 0:52:00",57.5849999999999,61.6,55.6,53.9,96.6,43.4,2026
223,University College Dublin,Ireland,25252,19.1,0.35,,57.4665,35.5,41.7,84.0,74.9,89.4,2026
224,UniversitÃ© Libre de Bruxelles,Belgium,33462,54.1,0.32,"2 days, 10:42:00",57.458,36.7,44.8,81.3,68.3,86.9,2026
225,Sun Yat-sen University,China,66020,15.5,0.04,"1 day, 22:54:00",57.3595,47.2,40.6,84.0,97.6,34.1,2026
226,George Washington University,United States,21756,12.4,0.19,"2 days, 13:39:00",57.349,48.5,34.3,84.4,67.8,67.5,2026
227,University of Miami,United States,18574,10.9,0.12,"2 days, 6:46:00",57.3404999999999,47.3,35.5,83.8,83.3,61.6,2026
228,Xiâ€™an Jiaotong University,China,54986,15.9,0.06,34 : 66,57.2654999999999,45.1,49.4,75.9,100.0,38.2,2026
229,Sichuan University,China,49146,15.9,0.05,,57.248,46.5,48.1,74.7,99.6,42.5,2026
230,University of Potsdam,Germany,12690,32.7,0.15,"2 days, 9:43:00",57.2134999999999,37.9,44.3,81.7,92.4,66.4,2026
231,Santâ€™Anna School of Advanced Studies â€“ Pisa,Italy,807,6.4,0.2,"1 day, 19:57:00",57.1739999999999,50.2,38.3,77.5,93.7,56.8,2026
232,Cardiff University,United Kingdom,27880,13.7,0.24,"2 days, 11:41:00",57.1715,35.9,39.1,86.0,70.3,88.4,2026
233,Abu Dhabi University,United Arab Emirates,2344,10.7,0.6,"2 days, 2:50:00",57.1709999999999,38.0,33.9,92.0,29.5,98.0,2026
234,Vrije Universiteit Brussel,Belgium,16387,37.1,0.24,"2 days, 11:41:00",57.085,37.8,42.5,80.4,93.6,76.6,2026
235,United Arab Emirates University,United Arab Emirates,9024,13.9,0.18,"3 days, 1:27:00",57.0629999999999,28.7,38.1,91.8,86.5,87.3,2026
236,University of Wollongong,Australia,16470,24.1,0.32,"2 days, 6:46:00",56.9495,34.3,36.6,85.4,89.8,93.4,2026
237,University of Sussex,United Kingdom,18015,16.7,0.37,"2 days, 7:45:00",56.9304999999999,34.3,36.0,88.9,64.8,94.8,2026
238,Beijing Institute of Technology,China,33624,12.9,0.12,,56.9184999999999,46.5,44.3,76.6,99.6,45.2,2026
239,University of Utah,United States,33106,15.5,0.09,"2 days, 2:50:00",56.9044999999999,43.4,39.2,86.5,91.4,41.7,2026
240,Chalmers University of Technology,Sweden,10245,11.9,0.18,33 : 67,56.8745,42.6,45.9,71.2,97.1,76.7,2026
241,LinkÃ¶ping University,Sweden,15130,14.5,0.18,"2 days, 6:46:00",56.7649999999999,31.1,40.4,89.1,96.8,70.3,2026
242,University of Padua,Italy,49946,30.1,0.11,"2 days, 10:42:00",56.724,46.4,41.0,80.0,78.9,53.2,2026
243,Ulsan National Institute of Science and Technology (UNIST),South Korea,3868,12.0,0.08,29 : 71,56.7144999999999,47.4,39.5,81.3,98.1,39.5,2026
244,University of Malaya,Malaysia,18899,9.7,0.32,"2 days, 13:39:00",56.656,47.8,38.8,72.8,65.2,91.4,2026
245,"Northeastern University, US",United States,29623,15.8,0.4,"2 days, 5:47:00",56.6119999999999,38.4,32.4,90.5,69.2,79.6,2026
246,Medical University of Innsbruck,Austria,3619,14.0,0.45,"2 days, 9:43:00",56.5685,33.8,30.1,90.9,99.4,88.3,2026
247,Khalifa University,United Arab Emirates,4299,7.1,0.29,"2 days, 9:43:00",56.564,37.6,28.0,88.5,92.3,94.8,2026
248,Medical University of Graz,Austria,4494,19.5,0.3,"2 days, 8:44:00",56.5539999999999,29.7,35.1,92.0,97.9,81.3,2026
249,University of Aberdeen,United Kingdom,11875,12.9,0.36,"2 days, 10:42:00",56.4059999999999,38.0,34.8,82.3,79.6,96.4,2026
250,University of Illinois Chicago,United States,28912,11.2,0.2,"2 days, 7:45:00",56.3739999999999,50.1,35.2,80.1,76.1,57.5,2026
251,Indian Institute of Science,India,5020,10.5,0.01,26 : 74,56.367,61.8,56.9,51.2,98.0,31.4,2026
252,Beihang University,China,35223,13.4,0.04,,56.3285,47.8,46.5,73.8,100.0,34.7,2026
253,Nankai University,China,33291,11.7,0.07,,56.3204999999999,45.4,33.9,87.6,80.6,47.9,2026
254,Kyung Hee University,South Korea,20363,17.4,0.3,"2 days, 6:46:00",56.2245,41.2,40.3,76.5,99.9,72.5,2026
255,University of Tasmania,Australia,13316,17.1,0.31,"2 days, 10:42:00",56.1789999999999,34.3,36.9,84.5,82.8,89.3,2026
256,Swinburne University of Technology,Australia,15725,28.4,0.41,"1 day, 19:57:00",56.158,33.0,33.6,91.4,78.1,81.8,2026
257,Vita-Salute San Raffaele University,Italy,4573,27.6,0.06,"2 days, 16:36:00",56.1179999999999,34.3,34.0,98.8,66.3,51.3,2026
258,Humanitas University,Italy,2475,15.9,0.18,"2 days, 10:42:00",56.117,36.6,29.0,98.5,64.0,64.0,2026
259,Aalborg University,Denmark,16050,13.9,0.13,,56.063,33.6,44.9,80.6,88.0,72.4,2026
260,Macau University of Science and Technology,Macao,18264,44.6,0.94,"2 days, 9:43:00",56.045,34.2,38.8,81.1,84.6,93.2,2026
261,Hebrew University of Jerusalem,Israel,17488,16.2,0.03,"2 days, 10:42:00",55.982,48.1,47.2,72.6,77.3,43.1,2026
262,UniversitÃ  della Svizzera italiana,Switzerland,4029,12.1,0.7,"1 day, 22:54:00",55.9085,41.1,29.7,80.3,92.9,98.2,2026
263,University of Bath,United Kingdom,17650,17.7,0.29,"1 day, 22:54:00",55.894,39.8,35.1,81.0,67.1,93.2,2026
264,La Trobe University,Australia,21509,31.2,0.37,,55.857,29.5,36.8,88.9,79.0,88.7,2026
265,University of Luxembourg,Luxembourg,5718,20.0,0.52,"2 days, 5:47:00",55.7969999999999,39.9,39.3,75.1,79.8,92.1,2026
266,King Saud University,Saudi Arabia,42846,11.0,0.11,"1 day, 22:54:00",55.745,38.2,33.8,82.7,89.1,84.0,2026
267,RMIT University,Australia,32309,23.8,0.38,"2 days, 1:51:00",55.7425,35.2,36.2,82.5,78.2,93.1,2026
268,Lebanese American University,Lebanon,7606,12.0,0.13,"2 days, 4:48:00",55.731,36.8,32.5,93.7,32.0,80.8,2026
269,Sejong University,South Korea,13684,20.9,0.16,"1 day, 22:54:00",55.7189999999999,33.6,33.6,92.6,83.7,65.8,2026
270,Central European University,Austria,1453,7.8,0.96,"2 days, 10:42:00",55.693,50.0,34.4,76.3,28.3,92.6,2026
271,Ruhr University Bochum,Germany,30732,39.4,0.2,"2 days, 3:49:00",55.653,39.9,46.1,72.6,98.9,63.7,2026
272,University of Oulu,Finland,11334,22.0,0.1,"2 days, 8:44:00",55.6275,36.7,39.5,85.8,70.9,63.6,2026
273,Semmelweis University,Hungary,9774,12.5,0.45,"2 days, 21:31:00",55.5365,45.4,28.8,83.5,75.1,76.5,2026
274,Northwestern Polytechnical University,China,35982,13.6,0.05,29 : 71,55.5289999999999,41.0,42.4,78.6,99.7,47.6,2026
275,Shandong University,China,37862,12.7,0.09,,55.4925,46.4,44.0,72.7,99.3,43.5,2026
276,Xiamen University,China,42518,14.2,0.03,,55.4865,43.3,37.6,84.2,95.1,36.6,2026
277,Southern Medical University,China,18620,10.7,0.07,,55.485,45.9,38.9,84.2,76.4,31.3,2026
278,Technical University of Darmstadt,Germany,13864,28.3,0.27,34 : 66,55.471,43.1,46.8,65.7,99.8,73.1,2026
279,Virginia Polytechnic Institute and State University,United States,38157,18.4,0.13,"1 day, 20:56:00",55.3589999999999,41.9,41.2,77.5,76.7,63.1,2026
280,South China University of Technology,China,41221,12.0,0.07,39 : 61,55.257,39.0,39.1,84.0,99.7,43.0,2026
281,University of Southern Denmark,Denmark,17548,9.5,0.15,"2 days, 6:46:00",55.207,30.4,36.0,87.3,98.1,75.8,2026
282,Boston College,United States,12989,14.6,0.13,"2 days, 7:45:00",55.165,45.8,33.1,84.0,60.0,59.4,2026
283,University of Konstanz,Germany,6767,30.3,0.14,"2 days, 10:42:00",55.1525,38.5,42.8,72.9,95.7,75.8,2026
284,Ulm University,Germany,10101,16.2,0.14,"2 days, 5:47:00",55.0804999999999,42.3,31.6,83.1,91.2,64.8,2026
285,Curtin University,Australia,29539,19.9,0.35,"2 days, 4:48:00",54.924,28.5,34.2,87.5,80.4,95.1,2026
286,East China Normal University,China,30163,15.0,0.07,"2 days, 14:38:00",54.921,43.1,36.5,79.5,90.6,55.3,2026
287,University of Bergen,Norway,15304,13.0,0.13,"2 days, 14:38:00",54.9004999999999,35.3,36.4,84.1,75.4,75.8,2026
288,RCSI University of Medicine and Health Sciences,Ireland,2839,23.9,0.68,,54.854,32.2,37.0,82.1,78.5,91.4,2026
289,University of Newcastle,Australia,22320,29.2,0.2,"2 days, 10:42:00",54.767,30.0,36.8,84.9,86.5,84.2,2026
290,University of East Anglia,United Kingdom,16240,13.2,0.26,"2 days, 9:43:00",54.7519999999999,34.7,30.2,89.1,62.0,87.3,2026
291,Griffith University,Australia,30484,26.3,0.25,"2 days, 12:40:00",54.6964999999999,30.5,37.3,83.7,80.8,87.2,2026
292,Southeast University,China,43942,13.4,0.04,35 : 65,54.6924999999999,39.3,46.3,73.7,99.8,47.6,2026
293,University of Navarra,Spain,12748,15.3,0.3,"2 days, 8:44:00",54.641,37.2,34.1,81.9,90.7,74.4,2026
294,University of Stuttgart,Germany,14277,22.2,0.22,35 : 65,54.567,44.5,48.4,63.4,99.9,58.5,2026
295,Hanyang University,South Korea,19402,13.6,0.27,,54.3994999999999,45.9,41.5,65.5,99.6,69.2,2026
296,Hunan University,China,36496,15.3,0.03,"1 day, 20:56:00",54.3384999999999,36.6,34.6,90.9,96.5,31.7,2026
297,Central South University,China,57917,20.4,0.04,,54.3214999999999,39.1,42.6,80.3,99.7,31.4,2026
298,UniversitÃ  Cattolica del Sacro Cuore,Italy,23548,32.3,0.06,"2 days, 18:34:00",54.315,37.4,32.9,89.6,81.9,47.8,2026
299,Heinrich Heine University DÃ¼sseldorf,Germany,25296,26.8,0.14,"2 days, 10:42:00",54.312,36.2,34.3,84.3,83.9,67.2,2026
300,University of Hawaiâ€™i at MÄnoa,United States,15780,12.5,0.1,"2 days, 11:41:00",54.3094999999999,38.9,43.0,73.7,67.6,74.0,2026
301,LUT University,Finland,6341,33.6,0.25,35 : 65,54.27,31.6,35.3,87.9,75.4,71.0,2026
302,King Khalid University,Saudi Arabia,29832,7.1,0.15,"2 days, 7:45:00",54.269,41.2,31.6,80.0,58.4,88.2,2026
303,North Carolina State University,United States,32549,16.5,0.13,"2 days, 1:51:00",54.1879999999999,45.1,43.9,67.6,81.5,61.5,2026
304,Queenâ€™s University,Canada,28400,26.3,0.16,"2 days, 10:42:00",54.164,37.9,37.6,77.4,84.8,72.9,2026
305,"City St George's, University of London",United Kingdom,20905,17.1,0.41,"2 days, 11:41:00",54.122,27.4,30.1,91.8,65.0,95.6,2026
306,Western Sydney University,Australia,32737,36.4,0.26,"2 days, 11:41:00",54.0185,30.6,31.8,88.0,68.3,88.5,2026
307,Sunway University,Malaysia,5046,8.4,0.27,"2 days, 5:47:00",54.0054999999999,27.2,34.2,90.1,58.4,89.3,2026
308,TU Wien,Austria,11068,19.8,0.35,31 : 69,53.7705,44.2,47.2,55.5,99.9,85.3,2026
309,University of Iowa,United States,28383,11.0,0.05,"2 days, 7:45:00",53.7415,46.8,34.3,74.9,89.9,52.3,2026
310,Dublin City University,Ireland,14712,27.3,0.13,"2 days, 10:42:00",53.6939999999999,28.5,36.6,88.6,69.0,71.1,2026
311,Lingnan University Hong Kong,Hong Kong,3210,19.4,0.45,"2 days, 14:38:00",53.6639999999999,29.5,38.4,83.7,40.7,94.5,2026
312,University of Duisburg-Essen,Germany,37867,33.1,0.2,"2 days, 2:50:00",53.6054999999999,35.4,34.6,82.7,87.4,64.3,2026
313,Stony Brook University,United States,24947,9.8,0.17,"2 days, 6:46:00",53.5595,43.4,30.8,78.9,68.3,72.3,2026
314,University of LiÃ¨ge,Belgium,22785,29.7,0.21,"2 days, 11:41:00",53.5354999999999,34.8,41.8,72.7,97.5,72.5,2026
315,Ã‰cole Normale SupÃ©rieure de Lyon,France,1934,7.1,0.11,"1 day, 21:55:00",53.5239999999999,56.8,44.0,51.9,90.2,64.4,2026
316,University of Victoria,Canada,17663,26.3,0.17,"2 days, 10:42:00",53.4799999999999,30.2,37.1,82.9,66.8,83.6,2026
317,University at Buffalo,United States,27152,16.4,0.16,"1 day, 23:53:00",53.4169999999999,42.3,34.5,75.4,73.4,71.7,2026
318,University of the Witwatersrand,South Africa,26928,22.4,0.06,"2 days, 12:40:00",53.2709999999999,34.9,43.1,70.8,91.6,74.3,2026
319,Kyushu University,Japan,18679,7.7,0.14,29 : 71,53.1885,54.2,46.5,53.5,98.8,49.5,2026
320,Flinders University,Australia,16021,29.9,0.4,"2 days, 15:37:00",53.172,27.9,36.9,82.9,68.7,88.3,2026
321,Swansea University,United Kingdom,18650,15.9,0.25,"2 days, 1:51:00",53.157,30.8,30.6,87.4,58.3,88.6,2026
322,Rutgers Universityâ€“New Brunswick,United States,46825,11.3,0.16,"2 days, 5:47:00",53.1484999999999,45.3,31.4,78.4,69.1,58.6,2026
323,University of Milan,Italy,44429,17.4,0.07,"2 days, 12:40:00",53.1184999999999,38.9,32.5,86.1,71.2,47.2,2026
324,"China Medical University, Taiwan",Taiwan,7217,15.5,0.07,"2 days, 9:43:00",52.9175,28.2,32.5,91.7,95.4,51.3,2026
325,University of Dundee,United Kingdom,15420,19.4,0.36,"2 days, 17:35:00",52.849,28.5,32.6,82.1,87.0,91.7,2026
326,Stellenbosch University,South Africa,25956,26.8,0.07,"2 days, 10:42:00",52.815,34.8,40.8,75.5,91.8,58.6,2026
327,University of Bayreuth,Germany,7476,19.5,0.17,"1 day, 23:53:00",52.778,39.8,41.3,68.6,84.5,68.0,2026
328,University of Bremen,Germany,11398,20.5,0.15,"2 days, 8:44:00",52.7665,39.7,39.6,72.3,78.9,63.0,2026
329,"University of California, Riverside",United States,25233,19.6,0.16,"2 days, 3:49:00",52.7615,37.4,32.6,79.5,69.8,75.1,2026
330,Tilburg University,Netherlands,12796,19.9,0.24,"2 days, 5:47:00",52.7114999999999,29.1,42.9,73.8,78.9,85.2,2026
331,Norwegian University of Science and Technology,Norway,38384,15.0,0.09,"2 days, 3:49:00",52.6365,36.7,39.1,75.9,71.4,64.6,2026
332,University of Innsbruck,Austria,13992,21.5,0.52,"2 days, 6:46:00",52.623,35.7,36.8,69.6,87.8,93.7,2026
333,University of Electronic Science and Technology of China,China,39817,16.7,0.02,28 : 72,52.511,37.6,37.5,80.2,99.1,33.6,2026
334,University of Hohenheim,Germany,8480,39.1,0.15,"2 days, 9:43:00",52.3614999999999,36.0,36.4,78.4,76.7,61.3,2026
335,Simon Fraser University,Canada,26776,24.9,0.31,"2 days, 6:46:00",52.312,26.9,35.6,79.7,83.5,90.7,2026
336,Illinois Institute of Technology,United States,6734,13.6,0.45,38 : 62,52.2945,41.0,26.9,77.3,92.4,73.5,2026
337,University of Rome II â€“ Tor Vergata,Italy,17464,23.7,0.21,"2 days, 14:38:00",52.2645,40.4,36.1,71.7,86.0,65.7,2026
338,University of Sharjah,United Arab Emirates,12327,17.7,0.51,"2 days, 19:33:00",52.2429999999999,23.5,27.0,94.3,44.7,98.7,2026
339,Loughborough University,United Kingdom,18345,15.4,0.25,40 : 60,52.1499999999999,34.8,32.9,76.1,70.2,89.4,2026
340,Bauman Moscow State Technical University,Russian Federation,15623,6.9,0.2,"1 day, 21:55:00",52.136,68.4,42.8,43.0,54.4,59.6,2026
341,Florida State University,United States,40660,24.6,0.07,"2 days, 10:42:00",52.0819999999999,39.0,39.5,73.8,67.3,57.2,2026
342,Johannes Gutenberg University of Mainz,Germany,29586,11.4,0.11,"2 days, 11:41:00",52.0765,38.9,27.1,83.0,72.3,66.0,2026
343,Technion Israel Institute of Technology,Israel,15310,21.6,0.14,"1 day, 17:59:00",52.0575,43.9,41.7,62.9,73.1,69.6,2026
344,University of Turku,Finland,13966,15.4,0.07,"2 days, 16:36:00",52.018,34.2,35.6,83.4,66.0,52.6,2026
345,Hasselt University,Belgium,6128,28.4,0.16,"2 days, 2:50:00",51.979,35.0,37.8,72.8,87.8,71.2,2026
346,Tampere University,Finland,17284,19.2,0.1,"2 days, 5:47:00",51.9299999999999,31.2,38.7,80.2,85.2,53.8,2026
347,Universiti Kebangsaan Malaysia,Malaysia,20341,11.4,0.31,"2 days, 8:44:00",51.7855,47.5,32.4,65.7,61.8,82.6,2026
348,University of Naples Federico II,Italy,53650,17.5,0.03,"2 days, 9:43:00",51.732,40.0,31.8,83.9,72.5,35.2,2026
349,"Birkbeck, University of London",United Kingdom,7420,17.3,0.43,"2 days, 9:43:00",51.717,34.2,32.2,76.0,65.5,91.6,2026
350,University of Essex,United Kingdom,16005,14.8,0.48,"2 days, 7:45:00",51.683,30.1,30.2,81.0,61.2,97.3,2026
351,KoÃ§ University,Turkey,7111,21.0,0.12,"2 days, 1:51:00",51.626,34.6,41.9,70.6,91.2,59.2,2026
352,Prince Mohammad Bin Fahd University,Saudi Arabia,2470,10.8,0.17,"1 day, 23:53:00",51.6155,32.0,33.3,78.5,56.4,89.5,2026
353,University of Tartu,Estonia,9766,8.9,0.13,"2 days, 20:32:00",51.5649999999999,34.5,31.4,84.0,65.1,59.7,2026
354,Dalhousie University,Canada,17682,13.4,0.27,"2 days, 5:47:00",51.4795,33.1,33.2,75.4,74.3,86.6,2026
355,University of Florence,Italy,42558,22.9,0.09,"2 days, 12:40:00",51.4234999999999,37.6,37.9,75.9,76.7,46.7,2026
356,University of Galway,Ireland,15340,24.1,0.2,"2 days, 12:40:00",51.33,30.2,34.7,76.9,86.7,77.6,2026
357,James Cook University,Australia,9165,15.3,0.14,"2 days, 18:34:00",51.2615,28.8,31.9,82.3,67.8,81.5,2026
358,Sharif University of Technology,Iran,10163,21.9,0.01,25 : 75,51.162,35.2,38.0,78.0,96.7,33.2,2026
359,Oregon Health and Science University,United States,2877,0.8,0.03,"2 days, 21:31:00",51.0679999999999,38.8,20.9,91.6,87.9,34.2,2026
360,University of Trento,Italy,14183,16.6,0.09,"2 days, 5:47:00",51.0595,34.6,35.2,77.4,70.3,61.5,2026
361,University of Kiel,Germany,28860,23.5,0.09,"2 days, 6:46:00",51.0545,32.5,33.4,81.8,64.4,62.2,2026
362,University of Strathclyde,United Kingdom,19085,14.3,0.28,"2 days, 4:48:00",51.0185,37.0,35.2,66.4,79.7,90.5,2026
363,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,942,6.7,0.04,35 : 65,51.0099999999999,49.4,38.7,64.0,89.6,32.4,2026
364,Justus Liebig University Giessen,Germany,25359,37.8,0.12,"2 days, 15:37:00",50.9974999999999,35.0,39.2,72.5,71.3,62.7,2026
365,University of Tsukuba,Japan,15491,12.4,0.17,38 : 62,50.9419999999999,52.0,46.7,50.8,77.1,49.8,2026
366,Swedish University of Agricultural Sciences,Sweden,4207,4.3,0.08,"2 days, 23:29:00",50.9115,35.5,34.8,76.0,87.8,53.8,2026
367,University College Cork,Ireland,19075,20.2,0.23,"2 days, 11:41:00",50.9105,29.3,33.2,78.7,77.6,79.0,2026
368,University of Pavia,Italy,17543,30.2,0.12,"2 days, 11:41:00",50.8974999999999,38.9,31.9,77.0,78.9,52.2,2026
369,University of Colorado Denver/Anschutz Medical Campus,United States,20208,4.0,0.07,"2 days, 10:42:00",50.8655,33.7,25.1,93.3,73.5,36.2,2026
370,Moscow Institute of Physics and Technology (MIPT),Russian Federation,6567,11.5,0.2,,50.845,57.8,44.3,42.5,80.8,66.2,2026
371,University of Siena,Italy,10480,16.8,0.09,"2 days, 15:37:00",50.795,39.3,35.1,75.0,75.5,46.7,2026
372,Saveetha Institute of Medical and Technical Sciences,India,15494,9.7,0.06,"2 days, 4:48:00",50.7375,37.9,18.4,93.4,20.4,71.8,2026
373,University of Southern Queensland,Australia,10582,21.5,0.19,"2 days, 15:37:00",50.7099999999999,29.3,26.8,87.1,51.3,81.5,2026
374,Universiti Brunei Darussalam,Brunei Darussalam,3464,11.8,0.11,"2 days, 16:36:00",50.641,33.1,34.7,80.5,31.4,72.1,2026
375,University of Kansas,United States,23777,9.0,0.07,"2 days, 6:46:00",50.6319999999999,45.4,29.8,70.7,79.3,56.2,2026
376,Hokkaido University,Japan,17693,8.3,0.11,30 : 70,50.6284999999999,53.5,45.1,47.9,96.8,47.0,2026
377,University of Otago,New Zealand,18703,19.9,0.18,"2 days, 12:40:00",50.5809999999999,34.1,34.3,72.4,69.3,81.1,2026
378,Leibniz University Hannover,Germany,17855,33.3,0.16,"1 day, 21:55:00",50.4684999999999,38.8,41.7,64.3,84.3,56.9,2026
379,University of Campinas,Brazil,32551,19.0,0.03,"1 day, 23:53:00",50.4679999999999,51.7,48.0,50.2,78.1,41.5,2026
380,University of St Gallen,Switzerland,8835,12.7,0.37,36 : 64,50.4174999999999,33.3,23.0,80.8,66.6,93.6,2026
381,Edith Cowan University,Australia,18928,27.9,0.35,"2 days, 14:38:00",50.3384999999999,22.5,25.8,89.2,69.6,89.0,2026
382,Shenzhen University,China,35012,13.8,0.01,"2 days, 1:51:00",50.3255,26.5,35.9,86.4,82.8,38.2,2026
383,University of South Florida,United States,40449,18.0,0.16,,50.3245,33.6,35.5,71.0,99.5,64.5,2026
384,Autonomous University of Madrid,Spain,29772,13.0,0.14,"2 days, 14:38:00",50.303,41.8,31.3,73.4,66.5,56.2,2026
385,Middle East Technical University,Turkey,15224,21.6,0.13,"2 days, 1:51:00",50.2755,46.4,44.8,52.2,90.2,57.7,2026
385,Amirkabir University of Technology,Iran,8344,17.8,0.04,34 : 66,50.2755,37.1,33.0,75.3,91.9,46.6,2026
387,Kermanshah University of Medical Sciences,Iran,7118,7.0,0.24,"2 days, 2:50:00",50.2059999999999,48.8,23.5,73.1,57.0,63.8,2026
388,University of Johannesburg,South Africa,32659,26.5,0.14,"2 days, 8:44:00",50.2024999999999,29.5,38.4,69.9,81.1,82.0,2026
389,Chongqing University,China,45609,17.7,0.03,,50.1979999999999,30.2,36.0,78.1,98.1,46.6,2026
390,Prince Sultan University (PSU),Saudi Arabia,5837,18.0,0.08,"2 days, 6:46:00",50.1375,19.2,29.6,92.2,51.8,82.1,2026
391,University of Georgia (USA),United States,38946,15.4,0.07,"2 days, 11:41:00",50.126,41.5,38.3,67.4,66.6,51.9,2026
391,University of Brescia,Italy,10190,24.3,0.05,"2 days, 4:48:00",50.126,35.4,24.7,88.0,72.0,43.2,2026
393,SabancÄ± University,Turkey,3752,19.5,0.12,36 : 64,50.117,33.0,38.8,67.5,99.0,65.6,2026
394,University of Pisa,Italy,29834,17.2,0.07,"2 days, 4:48:00",50.0295,36.3,34.7,77.7,67.7,43.2,2026
395,University of Connecticut,United States,29850,11.6,0.14,"2 days, 5:47:00",50.0274999999999,40.6,28.6,73.4,69.1,66.3,2026
396,UniversitÃ© Grenoble Alpes,France,48893,17.9,0.19,"2 days, 4:48:00",50.0249999999999,42.6,36.7,62.7,70.0,69.4,2026
397,University of Saskatchewan,Canada,18283,19.2,0.22,"2 days, 7:45:00",49.9565,39.5,34.0,63.0,96.1,76.0,2026
398,Verona University,Italy,21809,25.6,0.05,"2 days, 16:36:00",49.925,34.6,31.1,81.6,71.1,45.0,2026
