university_name,country,year,ranking_source,rank,score
University of Luxembourg,Luxembourg,2026,QS,381,39.4
Northeastern University,United States of America,2026,QS,384,39.3
Brunel University of London,United Kingdom,2026,QS,385,39.1
Gwangju Institute of Science and Technology (GIST),Republic of Korea,2026,QS,385,39.1
Flinders University,Australia,2026,QS,387,39
Beihang University (former BUAA),China (Mainland),2026,QS,388,38.5
"Birkbeck College, University of London",United Kingdom,2026,QS,388,38.5
National and Kapodistrian University of Athens,Greece,2026,QS,390,38.4
Abu Dhabi University,United Arab Emirates,2026,QS,391,38.3
Sejong University,Republic of Korea,2026,QS,392,38.2
"Southeast University, China",China (Mainland),2026,QS,392,38.2
Universitat Politècnica de Catalunya,Spain,2026,QS,392,38.2
Aston University,United Kingdom,2026,QS,395,38.1
Ruhr-Universität Bochum,Germany,2026,QS,395,38.1
Lappeenranta-Lahti University of Technology LUT,Finland,2026,QS,397,37.7
University of Kent,United Kingdom,2026,QS,397,37.7
IPB University (aka Bogor Agricultural University),Indonesia,2026,QS,399,37.6
Western Sydney University,Australia,2026,QS,400,37.5
Umeå University,Sweden,2026,QS,401,37.4
University of Granada,Spain,2026,QS,401,37.4
University of Limerick,Ireland,2026,QS,401,37.4
Sabanci University,Türkiye,2026,QS,404,37.2
University of Florence,Italy,2026,QS,404,37.2
Institut National des Sciences Appliquées de Lyon (INSA),France,2026,QS,406,37.1
Lincoln University,New Zealand,2026,QS,407,37
University of Turin,Italy,2026,QS,408,36.9
Università  Cattolica del Sacro Cuore,Italy,2026,QS,409,36.8
Auckland University of Technology,New Zealand,2026,QS,410,36.7
Dublin City University,Ireland,2026,QS,410,36.7
Sunway University,Malaysia,2026,QS,410,36.7
University at Buffalo SUNY,United States of America,2026,QS,410,36.7
University of Southern Queensland,Australia,2026,QS,410,36.7
Bilkent University,Türkiye,2026,QS,415,36.6
Czech Technical University In Prague,Czechia,2026,QS,416,36.5
Julius-Maximilians-Universität Würzburg,Germany,2026,QS,416,36.5
Universität Mannheim,Germany,2026,QS,416,36.5
University of Aveiro,Portugal,2026,QS,419,36.4
National Taipei University of Technology,Taiwan,2026,QS,420,36.3
Université de Strasbourg,France,2026,QS,420,36.3
Universitat Politecnica de Valencia,Spain,2026,QS,422,36.2
Murdoch University,Australia,2026,QS,423,36.1
Tampere University,Finland,2026,QS,423,36.1
Università  degli Studi di Pavia,Italy,2026,QS,423,36.1
Washington State University,United States of America,2026,QS,423,36.1
Graz University of Technology,Austria,2026,QS,427,36
Aix-Marseille University,France,2026,QS,428,35.9
University of Dundee,United Kingdom,2026,QS,428,35.9
Masaryk University,Czechia,2026,QS,430,35.7
Universitat de Valencia,Spain,2026,QS,430,35.7
Université de Montpellier,France,2026,QS,430,35.7
East China Normal University,China (Mainland),2026,QS,433,35.6
Leibniz Universität Hannover,Germany,2026,QS,433,35.6
National Taiwan Normal University,Taiwan,2026,QS,435,35.4
Prince Mohammad Bin Fahd University,Saudi Arabia,2026,QS,436,35.2
Universitat Ramon Llull,Spain,2026,QS,436,35.2
IE University,Spain,2026,QS,438,35.1
National Sun Yat-sen University,Taiwan,2026,QS,439,35
Ajman University,United Arab Emirates,2026,QS,440,34.9
James Cook University,Australia,2026,QS,440,34.9
Macau University of Science and Technology,"Macao SAR, China",2026,QS,440,34.9
"National Research University Higher School of Economics (HSE, Moscow)",Russian Federation,2026,QS,440,34.9
Universität Konstanz,Germany,2026,QS,440,34.9
"University of California, Riverside",United States of America,2026,QS,440,34.9
Vilnius University,Lithuania,2026,QS,446,34.8
Belarusian State University,Belarus,2026,QS,447,34.6
Universität Bayreuth,Germany,2026,QS,448,34.5
Iowa State University,United States of America,2026,QS,449,34.4
Kazan Federal University,Russian Federation,2026,QS,450,34.3
"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" (UNESP)",Brazil,2026,QS,450,34.3
Johannes Gutenberg Universität Mainz,Germany,2026,QS,452,34.2
Shenzhen University,China (Mainland),2026,QS,452,34.2
Stony Brook University,United States of America,2026,QS,452,34.2
University of Cyprus,Cyprus,2026,QS,452,34.2
Amirkabir University of Technology,Iran (Islamic Republic of),2026,QS,456,34.1
University of Essex,United Kingdom,2026,QS,456,34.1
Colorado State University,United States of America,2026,QS,458,34
Universidad Nacional de La Plata,Argentina,2026,QS,458,34
"University of California, Santa Cruz",United States of America,2026,QS,458,34
Jordan University of Science & Technology,Jordan,2026,QS,461,33.9
Novosibirsk State University,Russian Federation,2026,QS,461,33.9
Royal Holloway University of London,United Kingdom,2026,QS,461,33.9
Università Vita-Salute San Raffaele,Italy,2026,QS,461,33.9
Anna University,India,2026,QS,465,33.8
Concordia University,Canada,2026,QS,465,33.8
Shanghai University,China (Mainland),2026,QS,465,33.8
University of Kansas,United States of America,2026,QS,465,33.8
Ben Gurion University of The Negev,Israel,2026,QS,469,33.7
Laval University,Canada,2026,QS,469,33.7
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,2026,QS,469,33.7
Universidad de Sevilla,Spain,2026,QS,469,33.7
Jilin University,China (Mainland),2026,QS,473,33.5
Johannes Kepler University Linz,Austria,2026,QS,473,33.5
Pusan National University,Republic of Korea,2026,QS,473,33.5
Università della Svizzera Italiana,Switzerland,2026,QS,473,33.5
Moscow Institute of Physics and Technology State University,Russian Federation,2026,QS,477,33.4
Universität Potsdam,Germany,2026,QS,477,33.4
Chung-Ang University,Republic of Korea,2026,QS,479,33.3
Hiroshima University,Japan,2026,QS,480,33.2
University of Science and Technology Beijing,China (Mainland),2026,QS,480,33.2
Dalian University of Technology,China (Mainland),2026,QS,482,33
Duy Tan University,Viet Nam,2026,QS,482,33
Kobe University,Japan,2026,QS,482,33
Aristotle University of Thessaloniki,Greece,2026,QS,485,32.9
University of Trento,Italy,2026,QS,485,32.9
Edith Cowan University,Australia,2026,QS,487,32.8
Technische Universität Bergakademie Freiberg,Germany,2026,QS,487,32.8
Warsaw University of Technology,Poland,2026,QS,487,32.8
Universidad de Santiago de Chile - USACH,Chile,2026,QS,490,32.7
Central South University,China (Mainland),2026,QS,491,32.6
Imam Abdulrahman Bin Faisal University (formerly University of Dammam),Saudi Arabia,2026,QS,491,32.6
Universiti Utara Malaysia (UUM),Malaysia,2026,QS,491,32.6
Université de Bordeaux,France,2026,QS,494,32.5
University of Canberra,Australia,2026,QS,494,32.5
Iran University of Science and Technology,Iran (Islamic Republic of),2026,QS,496,32.4
Justus-Liebig-Universität Gießen,Germany,2026,QS,496,32.4
University of Jyväskylä,Finland,2026,QS,498,32.3
Central Queensland University Australia (CQUniversity),Australia,2026,QS,499,32.2
Northwestern Polytechnical University,China (Mainland),2026,QS,499,32.2
Tomsk State University,Russian Federation,2026,QS,499,32.2
Universidad de Costa Rica,Costa Rica,2026,QS,499,32.2
Shoolini University of Biotechnology and Management Sciences,India,2026,QS,503,32.1
China Agricultural University,China (Mainland),2026,QS,504,32
Chongqing University,China (Mainland),2026,QS,504,32
Ewha Womans University,Republic of Korea,2026,QS,504,32
Hunan University,China (Mainland),2026,QS,504,32
University of Guelph,Canada,2026,QS,504,32
China Medical University,Taiwan,2026,QS,509,31.9
Institut Teknologi Sepuluh Nopember (ITS),Indonesia,2026,QS,509,31.9
INTI International University,Malaysia,2026,QS,509,31.9
Ateneo de Manila University,Philippines,2026,QS,511,31.6
Singapore Management University,Singapore,2026,QS,511,31.6
SOAS University of London,United Kingdom,2026,QS,511,31.6
University of Bradford,United Kingdom,2026,QS,511,31.6
Lebanese University,Lebanon,2026,QS,515,31.5
Universitas Padjadjaran (UNPAD),Indonesia,2026,QS,515,31.5
Pontificia Universidad Católica Argentina Santa María de los Buenos Aires - UCA,Argentina,2026,QS,517,31.4
University of Stirling,United Kingdom,2026,QS,517,31.4
Kyungpook National University,Republic of Korea,2026,QS,519,31.3
Singapore University of Technology and Design,Singapore,2026,QS,519,31.3
Universidad Austral - Argentina,Argentina,2026,QS,519,31.3
University of Electronic Science and Technology of China,China (Mainland),2026,QS,519,31.3
Ural Federal University,Russian Federation,2026,QS,519,31.3
University of Huddersfield,United Kingdom,2026,QS,524,31.2
The University of Georgia,United States of America,2026,QS,525,31.1
Boston College,United States of America,2026,QS,526,30.9
Chiang Mai University,Thailand,2026,QS,526,30.9
University of Hull,United Kingdom,2026,QS,526,30.9
University of Salamanca,Spain,2026,QS,526,30.9
The Education University of Hong Kong,"Hong Kong SAR, China",2026,QS,530,30.8
Universität Bremen,Germany,2026,QS,530,30.8
University of Genoa,Italy,2026,QS,530,30.8
University of Iowa,United States of America,2026,QS,530,30.8
University of Connecticut,United States of America,2026,QS,534,30.7
King Khalid University,Saudi Arabia,2026,QS,535,30.6
Lebanese American University,Lebanon,2026,QS,535,30.6
Prince Sultan University,Saudi Arabia,2026,QS,535,30.6
Universität Leipzig,Germany,2026,QS,535,30.6
University of Ljubljana,Slovenia,2026,QS,535,30.6
Jinan University (China),China (Mainland),2026,QS,540,30.5
University of Utah,United States of America,2026,QS,540,30.5
Ain Shams University,Egypt,2026,QS,542,30.3
Universiti Teknologi MARA - UiTM,Malaysia,2026,QS,542,30.3
University of Milano-Bicocca,Italy,2026,QS,542,30.3
University of the Punjab,Pakistan,2026,QS,542,30.3
Universität Ulm,Germany,2026,QS,546,30.2
University of Hawaii at Mañoa,United States of America,2026,QS,546,30.2
University of Windsor,Canada,2026,QS,546,30.2
Florida State University,United States of America,2026,QS,549,30.1
Northumbria University at Newcastle,United Kingdom,2026,QS,550,30
Thammasat University,Thailand,2026,QS,551,29.9
Universiti Tenaga Nasional (UNITEN),Malaysia,2026,QS,551,29.9
Hitotsubashi University,Japan,2026,QS,553,29.8
University of Delaware,United States of America,2026,QS,553,29.8
Lahore University of Management Sciences (LUMS),Pakistan,2026,QS,555,29.7
Indian Institute of Technology Indore,India,2026,QS,556,29.6
University of Houston,United States of America,2026,QS,556,29.6
Al Ain University,United Arab Emirates,2026,QS,558,29.5
Coventry University,United Kingdom,2026,QS,558,29.5
Jawaharlal Nehru University,India,2026,QS,558,29.5
Sogang University,Republic of Korea,2026,QS,558,29.5
University of Kwazulu-Natal,South Africa,2026,QS,558,29.5
Ajou University,Republic of Korea,2026,QS,563,29.4
American University of the Middle East,Kuwait,2026,QS,563,29.4
University of Debrecen,Hungary,2026,QS,563,29.4
Bangor University,United Kingdom,2026,QS,566,29.3
Indian Institute of Technology BHU Varanasi (IIT BHU Varanasi),India,2026,QS,566,29.3
Renmin (People’s) University of China,China (Mainland),2026,QS,566,29.3
Savitribai Phule Pune University,India,2026,QS,566,29.3
University of Minho,Portugal,2026,QS,566,29.3
Colorado School of Mines,United States of America,2026,QS,571,29.2
Hacettepe University,Türkiye,2026,QS,571,29.2
Isfahan University of Technology,Iran (Islamic Republic of),2026,QS,571,29.2
Pontificia Universidade Católica do Rio de Janeiro (PUC - Rio),Brazil,2026,QS,571,29.2
Brno University of Technology,Czechia,2026,QS,575,29.1
Chandigarh University,India,2026,QS,575,29.1
Universität Jena,Germany,2026,QS,575,29.1
Universidad Adolfo Ibáñez,Chile,2026,QS,578,29
Universiti Teknologi Brunei,Brunei Darussalam,2026,QS,578,29
University of Tabriz,Iran (Islamic Republic of),2026,QS,578,29
Universidad Pontificia Comillas,Spain,2026,QS,581,28.9
Florida International University,United States of America,2026,QS,582,28.8
University of Iceland,Iceland,2026,QS,582,28.8
Charles Darwin University,Australia,2026,QS,584,28.7
Eotvos Lorand University,Hungary,2026,QS,584,28.7
University of Dhaka,Bangladesh,2026,QS,584,28.7
American University,United States of America,2026,QS,587,28.6
National Central University,Taiwan,2026,QS,587,28.6
Université Claude Bernard Lyon 1,France,2026,QS,587,28.6
Université Paul Sabatier Toulouse III,France,2026,QS,587,28.6
American University of Ras Al Khaimah ( AURAK ),United Arab Emirates,2026,QS,591,28.5
Bond University,Australia,2026,QS,591,28.5
Illinois Institute of Technology,United States of America,2026,QS,591,28.5
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russian Federation,2026,QS,591,28.5
Universidade Federal de Minas Gerais,Brazil,2026,QS,595,28.4
Zayed University,United Arab Emirates,2026,QS,595,28.4
Asia Pacific University of Technology and Innovation (APU) Malaysia,Malaysia,2026,QS,597,28.3
Hasselt University,Belgium,2026,QS,597,28.3
Management and Science University - MSU Malaysia,Malaysia,2026,QS,597,28.3
Taipei Medical University,Taiwan,2026,QS,597,28.3
Tulane University,United States of America,2026,QS,597,28.3
University of Szeged,Hungary,2026,QS,597,28.3
University of Texas at Dallas,United States of America,2026,QS,597,28.3
Canadian University of Dubai,United Arab Emirates,2026,QS,604,28.2
National Chengchi University,Taiwan,2026,QS,604,28.2
University of Eastern Finland,Finland,2026,QS,604,28.2
University of Siena,Italy,2026,QS,607,28
University of Tennessee,United States of America,2026,QS,607,28
Nottingham Trent University,United Kingdom,2026,QS,609,27.9
Peter the Great St.Petersburg Polytechnic University,Russian Federation,2026,QS,609,27.9
Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,2026,QS,609,27.9
University of Ulster,United Kingdom,2026,QS,609,27.9
Applied Science University - Bahrain,Bahrain,2026,QS,613,27.8
City University of New York,United States of America,2026,QS,613,27.8
International Islamic University Malaysia (IIUM),Malaysia,2026,QS,613,27.8
Universidad de Concepción,Chile,2026,QS,613,27.8
University of Plymouth,United Kingdom,2026,QS,613,27.8
Christian-Albrechts-Universität zu Kiel,Germany,2026,QS,618,27.7
Dongguk University,Republic of Korea,2026,QS,618,27.7
Saint Joseph University of Beirut (USJ),Lebanon,2026,QS,618,27.7
Zhengzhou University,China (Mainland),2026,QS,618,27.7
Umm Al-Qura University,Saudi Arabia,2026,QS,622,27.6
University of New Brunswick,Canada,2026,QS,622,27.6
Diponegoro University,Indonesia,2026,QS,624,27.5
Oregon State University,United States of America,2026,QS,624,27.5
Universidad del Pais Vasco,Spain,2026,QS,624,27.5
Yeshiva University,United States of America,2026,QS,624,27.5
Istanbul University,Türkiye,2026,QS,628,27.4
Kazakh National Pedagogical University Abai,Kazakhstan,2026,QS,628,27.4
Missouri University of Science and Technology,United States of America,2026,QS,628,27.4
National Chung Hsing University,Taiwan,2026,QS,628,27.4
Universidade de Santiago de Compostela,Spain,2026,QS,628,27.4
University of Crete,Greece,2026,QS,628,27.4
University of South Carolina,United States of America,2026,QS,628,27.4
Tallinn University of Technology,Estonia,2026,QS,635,27.2
Universität des Saarlandes,Germany,2026,QS,635,27.2
University of Portsmouth,United Kingdom,2026,QS,635,27.2
"Lincoln University College, Malaysia",Malaysia,2026,QS,638,27.1
Southern Cross University,Australia,2026,QS,638,27.1
Universidad de Zaragoza,Spain,2026,QS,638,27.1
"University of Chemistry and Technology, Prague",Czechia,2026,QS,638,27.1
University of Fribourg,Switzerland,2026,QS,642,27
Abo Akademi University,Finland,2026,QS,643,26.9
Inha University,Republic of Korea,2026,QS,643,26.9
Libera Universita' di Bolzano,Italy,2026,QS,643,26.9
Manchester Metropolitan University,United Kingdom,2026,QS,643,26.9
University of Manitoba,Canada,2026,QS,643,26.9
King Faisal University,Saudi Arabia,2026,QS,648,26.8
"University of Tromso, The Arctic University of Norway",Norway,2026,QS,648,26.8
MGIMO University,Russian Federation,2026,QS,650,26.7
Paris Lodron University of Salzburg,Austria,2026,QS,650,26.7
Universidad de la República (UdelaR),Uruguay,2026,QS,650,26.7
University of Brescia,Italy,2026,QS,650,26.7
China University of Mining and Technology,China (Mainland),2026,QS,654,26.6
De La Salle University,Philippines,2026,QS,654,26.6
Konkuk University,Republic of Korea,2026,QS,654,26.6
Université de Lille,France,2026,QS,654,26.6
"University of Agriculture, Faisalabad",Pakistan,2026,QS,654,26.6
University of South Florida,United States of America,2026,QS,654,26.6
Bar-Ilan University,Israel,2026,QS,660,26.5
Ca' Foscari University of Venice,Italy,2026,QS,660,26.5
"Kingston University, London",United Kingdom,2026,QS,660,26.5
Memorial University of Newfoundland,Canada,2026,QS,660,26.5
COMSATS University Islamabad,Pakistan,2026,QS,664,26.4
Indian Institute of Technology Hyderabad (IITH),India,2026,QS,664,26.4
University of Mumbai,India,2026,QS,664,26.4
University of Oklahoma,United States of America,2026,QS,664,26.4
Birla Institute of Technology and Science,India,2026,QS,668,26.3
Chang Gung University,Taiwan,2026,QS,668,26.3
Karl-Franzens-Universität Graz,Austria,2026,QS,668,26.3
Lehigh University,United States of America,2026,QS,668,26.3
Palacký University in Olomouc,Czechia,2026,QS,668,26.3
East China University of Science and Technology,China (Mainland),2026,QS,673,26.2
Stevens Institute of Technology,United States of America,2026,QS,673,26.2
Technische Universität Dortmund,Germany,2026,QS,673,26.2
Beirut Arab University,Lebanon,2026,QS,676,26.1
Jadavpur University,India,2026,QS,676,26.1
American University in Dubai,United Arab Emirates,2026,QS,678,26
University of Haifa,Israel,2026,QS,678,26
HUFS - Hankuk (Korea) University of Foreign Studies,Republic of Korea,2026,QS,680,25.9
Nanjing University of Aeronautics and Astronautics,China (Mainland),2026,QS,680,25.9
Ritsumeikan University,Japan,2026,QS,680,25.9
University of Brawijaya,Indonesia,2026,QS,680,25.9
Comenius University Bratislava,Slovakia,2026,QS,684,25.8
Ton Duc Thang University,Viet Nam,2026,QS,684,25.8
China University of Petroleum,China (Mainland),2026,QS,686,25.7
Cyprus University of Technology,Cyprus,2026,QS,686,25.7
Baku State University,Azerbaijan,2026,QS,688,25.6
Tomsk Polytechnic University,Russian Federation,2026,QS,688,25.6
Université Côte d’Azur,France,2026,QS,688,25.6
Eastern Mediterranean University,Northern Cyprus,2026,QS,691,25.4
Universidade Federal do Rio Grande Do Sul,Brazil,2026,QS,691,25.4
Universität Regensburg,Germany,2026,QS,691,25.4
"Vellore Institute of Technology (VIT), Vellore, India",India,2026,QS,691,25.4
Rensselaer Polytechnic Institute,United States of America,2026,QS,695,25.3
Symbiosis International (Deemed University),India,2026,QS,696,25.2
TUHH Hamburg University of Technology,Germany,2026,QS,696,25.2
Ankara Üniversitesi,Türkiye,2026,QS,697,25.1
Beijing University of Chemical Technology,China (Mainland),2026,QS,697,25.1
Kazakh National Agrarian University,Kazakhstan,2026,QS,697,25.1
Tokyo Medical and Dental University,Japan,2026,QS,697,25.1
Universidad de Alcalá,Spain,2026,QS,697,25.1
University of Klagenfurt,Austria,2026,QS,697,25.1
"University of Missouri, Columbia",United States of America,2026,QS,697,25.1
Jeonbuk National University (formerly known as Chonbuk National University),Republic of Korea,2026,QS,701-710,-
Kasetsart University,Thailand,2026,QS,701-710,-
"Lingnan University, Hong Kong","Hong Kong SAR, China",2026,QS,701-710,-
Nanjing University of Science and Technology,China (Mainland),2026,QS,701-710,-
Shiraz University,Iran (Islamic Republic of),2026,QS,701-710,-
Universidad Panamericana (UP),Mexico,2026,QS,701-710,-
University of Central Florida,United States of America,2026,QS,701-710,-
University of Zagreb,Croatia,2026,QS,701-710,-
Asia University Taiwan,Taiwan,2026,QS,711-720,-
Budapest University of Technology and Economics,Hungary,2026,QS,711-720,-
Drexel University,United States of America,2026,QS,711-720,-
"Goldsmiths, University of London",United Kingdom,2026,QS,711-720,-
ISCTE - Instituto Universitario de Lisboa,Portugal,2026,QS,711-720,-
ITMO University,Russian Federation,2026,QS,711-720,-
Technische Universität Braunschweig,Germany,2026,QS,711-720,-
Toronto Metropolitan University (formerly Ryerson University),Canada,2026,QS,711-720,-
Universität Hohenheim,Germany,2026,QS,711-720,-
Université de Rennes 1,France,2026,QS,711-720,-
University of Nebraska - Lincoln,United States of America,2026,QS,711-720,-
National University of Science and Technology MISiS,Russian Federation,2026,QS,721-730,-
National University of Uzbekistan,Uzbekistan,2026,QS,721-730,-
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,2026,QS,721-730,-
Prince Sattam Bin Abdulaziz University,Saudi Arabia,2026,QS,721-730,-
Taras Shevchenko National University of Kyiv,Ukraine,2026,QS,721-730,-
Temple University,United States of America,2026,QS,721-730,-
University of Cincinnati,United States of America,2026,QS,721-730,-
University of Patras,Greece,2026,QS,721-730,-
UWE Bristol (University of the West of England),United Kingdom,2026,QS,721-730,-
Auezov South Kazakhstan State University (SKSU),Kazakhstan,2026,QS,731-740,-
Far Eastern Federal University,Russian Federation,2026,QS,731-740,-
National Institute of Technology Tiruchirappalli,India,2026,QS,731-740,-
Princess Nourah bint Abdulrahman University,Saudi Arabia,2026,QS,731-740,-
SEGi University,Malaysia,2026,QS,731-740,-
"Sofia University ""St. Kliment Ohridski""",Bulgaria,2026,QS,731-740,-
Texas Tech University,United States of America,2026,QS,731-740,-
Universidad Central de Venezuela - UCV,Venezuela (Bolivarian Republic of),2026,QS,731-740,-
Université de Tunis El Manar,Tunisia,2026,QS,731-740,-
Yildiz Technical University,Türkiye,2026,QS,731-740,-
Aberystwyth University,United Kingdom,2026,QS,741-750,-
Adam Mickiewicz University,Poland,2026,QS,741-750,-
Brandeis University,United States of America,2026,QS,741-750,-
Kaunas University of Technology,Lithuania,2026,QS,741-750,-
Plekhanov Russian University of Economics,Russian Federation,2026,QS,741-750,-
Shahid Beheshti University (SBU),Iran (Islamic Republic of),2026,QS,741-750,-
Syracuse University,United States of America,2026,QS,741-750,-
The Catholic University of Korea,Republic of Korea,2026,QS,741-750,-
University of Baghdad,Iraq,2026,QS,741-750,-
University of Malta,Malta,2026,QS,741-750,-
University of Messina,Italy,2026,QS,741-750,-
University of Pecs,Hungary,2026,QS,741-750,-
Victoria University,Australia,2026,QS,741-750,-
Vytautas Magnus University,Lithuania,2026,QS,741-750,-
Martin-Luther-Universität Halle-Wittenberg,Germany,2026,QS,751-760,-
Université de Lorraine,France,2026,QS,751-760,-
